,title,price,colour,category,description,brand
1213,Icho Printed Cascade Front Dress,43.9,missing,dress,"<b>Specially designed In-house print.</b>The picture perfect summer dress with light and drapey fabric featuring an in-house designed print with delicate, hand-drawn dandelions. Cascading, soft ruffles down the front create a wrap dress silhouette.  Concealed back zip closure with hook.",Love Bonito
1214,Geordie Sash Wrap Dress,46.9,missing,dress,Geordie Sash Wrap Dress,Love Bonito
1215,Falynn Asymmetrical Hem Top,36.9,missing,tops,Minimalist-chic. Asymmetrical hem. Concealed back button fastening with keyhole opening. Comes with detachable sash.,Love Bonito
1216,Dena Twist Front Pinstripe Dress,39.9,missing,dress,Dena Twist Front Pinstripe Dress,Love Bonito
1217,Oalka Side Button Jumpsuit,59.9,missing,jumpsuits,Oalka Side Button Jumpsuit,Love Bonito
1218,Jensynn Sash Midi Jumpsuit,49.9,missing,jumpsuits,Jensynn Sash Midi Jumpsuit,Love Bonito
1219,Ena Tweed Notch Neck Shift Dress,49.9,missing,dress,Ena Tweed Notch Neck Shift Dress,Love Bonito
1220,Prischa Tweed Sash Tie Midi Dress,43.9,missing,dress,Prischa Tweed Sash Tie Midi Dress,Love Bonito
1221,Yareli Elastic Waist Cuffed Pants,43.9,missing,bottoms,"Working mamas, we got you. Tailored silhouette. Cuffed hem. Tapered leg. Regular fit",Love Bonito
1222,Aedon Printed Swing Camisole,33.9,missing,tops,"The tribal print lends this breezy piece an exotic touch. Coupled with thin straps, the linear details give an overall slimming effect.",Love Bonito
1223,Rinati Pleated Camisole Dress,49.9,missing,dress,"A dress with texture, swing and movement that you'll want to wear for both work or play.",Love Bonito
1224,Kaydrina Striped Crossover Sash Dress,53.9,missing,dress,Kaydrina Striped Crossover Sash Dress,Love Bonito
1225,Siora Printed Lace-up Pencil Dress,49.9,missing,dress,Siora Printed Lace-up Pencil Dress,Love Bonito
1226,Aubrey Tie-front Gathered Dress,43.9,missing,dress,Aubrey Tie-front Gathered Dress,Love Bonito
1227,Meshaka Keyhole Cheongsam Top,36.9,missing,tops,Meshaka Keyhole Cheongsam Top,Love Bonito
1228,Riona V Neck T-shirt,19.9,missing,tops,"V-neck, short sleeves and a relaxed fit. Versatile to fit your off-duty lifestyle.",Love Bonito
1229,Slynne Oversized Plaid Shirt,43.9,missing,tops,Slynne Oversized Plaid Shirt,Love Bonito
1230,Aryanna Belted A-line Skort,36.9,missing,shorts,Aryanna Belted A-line Skort,Love Bonito
1231,Kenzie Contrast Print Pencil Dress,53.9,missing,dress,Kenzie Contrast Print Pencil Dress,Love Bonito
1232,Cayra Frill Camisole,33.9,missing,tops,Cayra Frill Camisole,Love Bonito
1233,Lanzyn Striped Shorts,39.9,missing,shorts,Lanzyn Striped Shorts,Love Bonito
1234,Naiya Ruffle Off Shoulder Dress,42.9,missing,dress,Naiya Ruffle Off Shoulder Dress,Love Bonito
1235,Orane Printed Off Shoulder Dress,39.9,missing,dress,Orane Printed Off Shoulder Dress,Love Bonito
1236,Agiva Fluted Hem Knit Dress,46.9,missing,dress,Agiva Fluted Hem Knit Dress,Love Bonito
1237,Valensia Open Back Ribbed Knit Crop Top,33.9,missing,tops,"Gorgeous ribbed knit giving us all the soft, delicate feels, with just a hint of fun with a cut-out back.",Love Bonito
1238,Kessla Asymmetrical Peplum Midi Skirt,43.9,missing,skirts,"Punctuated with an asymmetrical peplum detail, this classic pencil skirt takes you seamlessly from work to party. Pair it with a ruffle off shoulder top for ultimate femininity or wear yours with a contrasting top for a bolder take. Concealed side zip closure with hook.",Love Bonito
1239,Aryne High Neck Knit Crop Top,36.9,missing,tops,Aryne High Neck Knit Crop Top,Love Bonito
1240,Jelaqis Curved Hem Pencil Skirt,41.9,missing,skirts,Jelaqis Curved Hem Pencil Skirt,Love Bonito
1241,Jennya Printed Wide Leg Pants,41.9,missing,bottoms,Jennya Printed Wide Leg Pants,Love Bonito
1242,Kayleigh Balloon Sleeve Mini Dress,43.9,missing,dress,Flair for the dramatic. Sits close to the body. Mini length. Concealed back zip closure. Elasticized detail at cuff.,Love Bonito
1243,Lyande Notched Layered Midi Dress,49.9,missing,dress,Lyande Notched Layered Midi Dress,Love Bonito
1244,Feryn Contrast Pinstripe Top,33.9,missing,tops,Feryn Contrast Pinstripe Top,Love Bonito
1245,Medra Mesh Panel Crossover Dress,46.9,missing,dress,Medra Mesh Panel Crossover Dress,Love Bonito
1246,Glenda Wide Leg Jumpsuit,46.9,missing,jumpsuits,Best in class. Square neck. Wide leg. Concealed back zip closure with hook,Love Bonito
1247,Alfrean Asymmetrical Cascade Dress,42.9,missing,dress,Alfrean Asymmetrical Cascade Dress,Love Bonito
1248,Cascaya Crossover Pinstriped Culottes,46.9,missing,bottoms,Cascaya Crossover Pinstriped Culottes,Love Bonito
1249,Puebla Printed Sash Playsuit,47.9,missing,jumpsuit,Puebla Printed Sash Playsuit,Love Bonito
1250,Aedys Off Shoulder Balloon Sleeve Top,36.9,missing,tops,Aedys Off Shoulder Balloon Sleeve Top,Love Bonito
1251,Palova High Waist Button Detail Pants,49.9,missing,bottoms,Palova High Waist Button Detail Pants,Love Bonito
1252,Naylia Asymmetrical Off Shoulder Bodycon Dress,53.9,missing,dress,Naylia Asymmetrical Off Shoulder Bodycon Dress,Love Bonito
1253,Qilst Asymmetrical Pocket Midi Dress,53.9,missing,dress,Go oversized without going overboard. A roomy dress that retains a flattering silhouette is just what you need to rock the trend. Concealed back zip closure with hook.,Love Bonito
1254,Seanca Side Panel Pants,46.9,missing,bottoms,Seanca Side Panel Pants,Love Bonito
1255,Ducena Printed Neoprene Dress,41.9,missing,dress,Ducena Printed Neoprene Dress,Love Bonito
1256,Thorayn Printed Sash Pants,46.9,missing,bottoms,Thorayn Printed Sash Pants,Love Bonito
1257,Pelsya Front Pleat Cropped Pants,43.9,missing,bottoms,Pelsya Front Pleat Cropped Pants,Love Bonito
1258,Nola Cuffed Shift Dress,41.9,missing,dress,Nola Cuffed Shift Dress,Love Bonito
1259,Nisia Polka-dot Slip Dress,39.9,missing,dress,Nisia Polka-dot Slip Dress,Love Bonito
1260,Shonley Off Shoulder Dress,41.9,missing,dress,Shonley Off Shoulder Dress,Love Bonito
1261,Priela Notch Neck Shift Dress,43.9,missing,dress,Priela Notch Neck Shift Dress,Love Bonito
1262,Gatascha Toga Denim Sash Dress,43.9,missing,dress,Gatascha Toga Denim Sash Dress,Love Bonito
1263,Jessekin Jumpsuit,59.9,missing,jumpsuits,Jessekin Jumpsuit,Love Bonito
1264,Bobrina Lace Overlay Mini Skirt,46.9,missing,skirts,"Fashioned from crochet lace with a solid band around the waist. Choose to wear this with a classy lace top for a modern oriental look. For the adventurous ones amongst us, this skirt is your choice for a mini.",Love Bonito
1265,Drew Layered High-Low Dress,49.9,missing,dress,Drew Layered High-Low Dress,Love Bonito
1266,Dolyne Crochet Lace Overlay Dress,56.9,missing,dress,Dolyne Crochet Lace Overlay Dress,Love Bonito
1267,Qulpa Pintucked Pants,46.9,missing,bottoms,Formulated with a medium weight fabric and tailored cut to make everyday dressing sleek yet easy.,Love Bonito
1268,Olavitch Pinstripe Off Shoulder Top,34.9,missing,tops,Olavitch Pinstripe Off Shoulder Top,Love Bonito
1269,Zandre Zipper Peplum Sleeve Top,36.9,missing,tops,Zandre Zipper Peplum Sleeve Top,Love Bonito
1270,Asovella Asymmetrical Button Collared Dress,46.9,missing,dress,Asovella Asymmetrical Button Collared Dress,Love Bonito
1271,Kaia Crop Pants,56.9,missing,bottoms,Kaia Crop Pants,Love Bonito
1272,Edith Tiered Ruffle Dress,46.9,missing,dress,Edith Tiered Ruffle Dress,Love Bonito
1273,Oryn Off Shoulder Tie Sleeve Dress,43.9,missing,dress,Oryn Off Shoulder Tie Sleeve Dress,Love Bonito
1274,Lucia Printed Off-shoulder Crop Top,36.9,missing,tops,"Featuring an exclusively in-house designed floral motif print, wear our Lucia top with its matching bottom for maximum statement, or team up with a solid bottom in a simple colour.",Love Bonito
1275,Tizia Printed Off Shoulder Top,33.9,missing,tops,Tizia Printed Off Shoulder Top,Love Bonito
1276,Sathya Tie-back Camisole Dress,43.9,missing,dress,Our Sathya dress is a warm weather favourite that you'll want to don on casual weekends and vacations.,Love Bonito
1277,Onika Contrast Dress,45.9,missing,dress,Onika Contrast Dress,Love Bonito
1278,Diondra Varsity Dress,37.9,missing,dress,Diondra Varsity Dress,Love Bonito
1279,Jolene Cross Front Tweed Dress,49.9,missing,dress,Jolene Cross Front Tweed Dress,Love Bonito
1280,Dhanlyne Button Contrast Slit Midi Dress,56.9,missing,dress,Dhanlyne Button Contrast Slit Midi Dress,Love Bonito
1281,Gwenda Notch Neck Bodycon Midi Dress,46.9,missing,dress,Gwenda Notch Neck Bodycon Midi Dress,Love Bonito
1282,Vetrine Button Detail Pencil Skirt,41.9,missing,skirts,Vetrine Button Detail Pencil Skirt,Love Bonito
1283,Naiya Ruffle Off Shoulder Top,33.9,missing,tops,"Have your own fashion moment anytime, anywhere, in one of these the next time you dress up. Embrace this season's favourite colour, Mustard, for a refreshing take.",Love Bonito
1284,Tueana Asymmetrical Cascade Top,33.9,missing,tops,Tueana Asymmetrical Cascade Top,Love Bonito
1285,Helly Printed Cropped Top,34.9,missing,tops,Helly Printed Cropped Top,Love Bonito
1286,Feo Cross Front Jumpsuit,59.9,missing,jumpsuits,Accentuate your silhouette with cleverly placed panels and a perfect fit.,Love Bonito
1287,Liani Floral Printed Button Down Dress,41.9,missing,dress,"Pull off the beach babe vibes with our Liani Floral Printed Button Down Dress. This easy, breezy dress features button down details and a relaxed fit, ready for your next holiday. Functional front buttons placket.",Love Bonito
1288,Betlyn Knot Waist Crop Shirt,33.9,missing,tops,Betlyn Knot Waist Crop Shirt,Love Bonito
1289,Jarova Midi Jumpsuit,46.9,missing,jumpsuits,Jarova Midi Jumpsuit,Love Bonito
1290,Taeron Printed Layered Ruffle Halter Top,32.9,missing,tops,Look fancy the easy way wearing this floral number. Pair with denim or a fitted skirt to finish off your look. Concealed back zip closure with hook and self-tie halter neck straps.,Love Bonito
1291,Iryse Peplum Top,33.9,missing,tops,Iryse Peplum Top,Love Bonito
1292,Swayna Polka Dot Sweater,39.9,missing,outerwear,"We put the bold in fuzzy comfort with this one. An all-weather design that bundles you up in a fun and quirky style, this is an elevated wardrobe staple for the normcore fans.",Love Bonito
1293,Perla Belted Shift Dress,46.9,missing,dress,Parisian chic. Chunky belt to match. Cinched waist.,Love Bonito
1294,Yeighra Lace Trumpet Skirt,43.9,missing,skirts,Ace your base with delicate lace. Fits to a T for many variable occasion look. Pick tone on tone or total lace pairings for maximum impact. Concealed back zip closure with hook.,Love Bonito
1295,Oleanda Crochet Lace Peplum Top,46.9,missing,tops,"Perfect for CNY and beyond, crochet lace should be in your current mix. As seen here, this high neck peplum top goes with everything. For full-on feminine, wear with a skirt and heels. Exposed open-end back zip closure with hook",Love Bonito
1296,Peanne Wide Leg Cropped Pants,49.9,missing,bottoms,Peanne Wide Leg Cropped Pants,Love Bonito
1297,Casya Printed Cropped Pants,46.9,missing,bottoms,It's print season again. We bring you this well-loved print for the second time in a fuss-free classic style that goes with almost anything. Spruce up an off-duty look by opting for this printed classic. Concealed back zip closure with hook.,Love Bonito
1298,Shara Striped Foldover Shorts,38.9,missing,shorts,Shara Striped Foldover Shorts,Love Bonito
1299,Brisa Tweed Mini Dress,46.9,missing,dress,Brisa Tweed Mini Dress,Love Bonito
1300,Merenia Cape Sleeve Midi Dress,59.9,missing,dress,"Isn't this just lovely? Feel lady-like in a dress featuring very full sleeves, a V-back and midi length that's all-occasion worthy. Invisible back zip closure with hook.",Love Bonito
1301,Carianne Front Slit Culottes,40.9,missing,bottoms,Carianne Front Slit Culottes,Love Bonito
1302,Addie Asymmetrical Foldover Skirt,39.9,missing,skirts,Addie Asymmetrical Foldover Skirt,Love Bonito
1303,Aleina Wrap Pencil Skirt,41.9,missing,skirts,Aleina Wrap Pencil Skirt,Love Bonito
1304,Theora Off Shoulder Top,36.9,missing,tops,Theora Off Shoulder Top,Love Bonito
1305,Isla Puff Sleeve Dress,53.9,missing,dress,Never goes out of style. Fit & flare silhouette. Puff sleeves. Midi length. Keyhole back. Concealed back zip closure with hook. Back keyhole opening with button fastening.,Love Bonito
1306,Trynda Pussy Bow Lace Top,39.9,missing,tops,Trynda Pussy Bow Lace Top,Love Bonito
1307,Trischko Puff-sleeve Blouse,36.9,missing,tops,Trischko Puff-sleeve Blouse,Love Bonito
1308,Eliana Button Front Flare Dress,46.9,missing,dress,Eliana Button Front Flare Dress,Love Bonito
1309,Canya Sash Culottes,46.9,missing,bottoms,Canya Sash Culottes,Love Bonito
1310,Loyen Asymmetrical Ruffle Miniskirt,39.9,missing,skirts,Loyen Asymmetrical Ruffle Miniskirt,Love Bonito
1311,Leferyn Embroidery Overlay Dress,46.9,missing,dress,Leferyn Embroidery Overlay Dress,Love Bonito
1312,Olynna Cutout Shoulder Top,33.9,missing,tops,Olynna Cutout Shoulder Top,Love Bonito
1313,Valencia Broderie Anglaise A-line Dress,46.9,missing,dress,"<ul><li>Made for dreamy, summer day picnics</li><li>Buttons all the way down</li><li>Flattering A-line silhouette</li></ul>",Love Bonito
1314,Delfie Ruch Detail Pencil Dress,53.9,missing,dress,"Make a statement at your next event with our Delfie Dress. Crafted in a figure-enhancing pencil silhouette, romantic balloon sleeves and ruch details make a feminine statement.",Love Bonito
1315,Elita Embroidered Dress,41.9,missing,dress,Elita Embroidered Dress,Love Bonito
1316,Frankie Foldover Camisole Top,33.9,missing,tops,Pairs with just about everything. Foldover detail on the neckline.,Love Bonito
1317,Ofelia Tie-front Shirt Dress,46.9,missing,dress,A classic piece in all your favourite colors. The Ofelia Tie-front Shirt Dress cinches at the waist to flatter your curves and gives you the versatility to change up your look with every tie of the knot. Concealed back zip closure with hook and non detachable sash at waist area,Love Bonito
1318,Olgea Layered Ruffle Dress,49.9,missing,dress,Olgea Layered Ruffle Dress,Love Bonito
1319,Gracen Textured Babydoll Top,36.9,missing,tops,Work-to-weekend essential. Speckle print. Ruffle hem. Relaxed fit. ,Love Bonito
1320,Brynlee Open Back Midi Dress,49.9,missing,dress,"Business in the front, party at the back. Open back detail. Flare skirt. Midi length. Concealed back zip closure with hook. Back keyhole opening with button fastening.",Love Bonito
1321,Angeria Printed Sash Shirt Dress,49.9,missing,dress,That's a wrap. Abstract print. Cuffed sleeves. ,Love Bonito
1322,Aedia Asymmetrical Ruched Top,33.9,missing,tops,Aedia Asymmetrical Ruched Top,Love Bonito
1323,Annalise Denim Button Front Skirt,39.9,missing,skirts,Annalise Denim Button Front Skirt,Love Bonito
1324,Dahria Camisole Dress,29.9,missing,dress,Dahria Camisole Dress,Love Bonito
1325,Jorren Mesh Panel Jumpsuit,56.9,missing,jumpsuits,Jorren Mesh Panel Jumpsuit,Love Bonito
1326,Maira Pleated Maxi Dress,54.9,missing,dress,Maira Pleated Maxi Dress,Love Bonito
1327,Delye Shoulder Tab Ruffle Hem Midi Dress,56.9,missing,dress,Delye Shoulder Tab Ruffle Hem Midi Dress,Love Bonito
1328,Drewen Scallop Hem Top,36.9,missing,tops,An easy to pair top that goes with everything but can also fly solo. Features adjustable ribbon tie straps and a unique scallop hem.,Love Bonito
1329,Zephyr Pinstripe Button-Down Shirt,36.9,missing,tops,This season's workwear staple. Smart pinstripe print. Cropped length.,Love Bonito
1330,Monica Button Down Mini Dress,46.9,missing,dress,Monica Button Down Mini Dress,Love Bonito
1331,Leana Sash Sleeve Knit Top,36.9,missing,tops,Leana Sash Sleeve Knit Top,Love Bonito
1332,Felicity Tie Back Dress in Scribbled Spots,43.9,missing,dress,<b>Specially designed in-house print.</b> Perfect for Sunday Brunch. Hand-drawn polka dot print. V-neckline. Cinched waist. Tie back. ,Love Bonito
1333,Kelda Knit Midi Dress,42.9,missing,dress,Kelda Knit Midi Dress,Love Bonito
1334,Temima Asymmetrical Layered Ruffle Top,33.9,missing,tops,Temima Asymmetrical Layered Ruffle Top,Love Bonito
1335,Ineray Contrast Foldover Midi Dress,45.9,missing,dress,Ineray Contrast Foldover Midi Dress,Love Bonito
1336,Phalenge Lace High Neck Playsuit,46.9,missing,jumpsuit,Phalenge Lace High Neck Playsuit,Love Bonito
1337,Azhta Contrast Pleated Dress,41.9,missing,dress,Azhta Contrast Pleated Dress,Love Bonito
1338,Magda Tweed Shift Dress,49.9,missing,dress,Magda Tweed Shift Dress,Love Bonito
1339,Paysley Stripe Midi Dress,41.9,missing,dress,Paysley Stripe Midi Dress,Love Bonito
1340,Heldyn Printed Crop Top,32.9,missing,tops,Heldyn Printed Crop Top,Love Bonito
1341,Darosia Pleated Layer Dress,47.9,missing,dress,Darosia Pleated Layer Dress,Love Bonito
1342,Grysa Bustier Peplum Top,39.9,missing,tops,"Flattering in all the right places, this bustier peplum top accentuates your best features, creating the illusion of a smaller waistline. Wear it with high-waisted pants for an elevated, occasion look or dress down with jeans. Concealed back zip closure with hook.",Love Bonito
1343,Labylle Pleated Shorts,39.9,missing,shorts,Labylle Pleated Shorts,Love Bonito
1344,Aleksey Layered Playsuit,44.9,missing,jumpsuit,Aleksey Layered Playsuit,Love Bonito
1345,Ianela Halter Neck Slip Dress,39.9,missing,dress,Ianela Halter Neck Slip Dress,Love Bonito
1346,Tahitia Cropped Tweed Biker Jacket,69.9,missing,outerwear,Be the epitome of classic upper-crust edgy style. Get dressed in everything tweed starting with this cropped jacket; a perfect finishing touch to any outfit.. Exposed open-end front zip closure. Functional exposed zip closure at hem of sleeve.,Love Bonito
1347,Travyne Trumpet Tweed Midi Dress,56.9,missing,dress,Travyne Trumpet Tweed Midi Dress,Love Bonito
1348,Euness Broderie Anglaise Romper,46.9,missing,jumpsuit,Euness Broderie Anglaise Romper,Love Bonito
1349,Breuna Midi Dress,47.9,missing,dress,Breuna Midi Dress,Love Bonito
1350,Bamasse Button Blouse,41.9,missing,tops,Basics don't usually come this feminine. This is a top that's crafted to delicately shape your figure while looking effortless.,Love Bonito
1351,Fortensia Panel Wrap Dress,49.9,missing,dress,Fortensia Panel Wrap Dress,Love Bonito
1352,Wanderer Slogan Pocket T-shirt,23.9,missing,tops,Wanderer Slogan Pocket T-shirt,Love Bonito
1353,Grennett Colourblock Hem Knit Midi Dress,46.9,missing,dress,Grennett Colourblock Hem Knit Midi Dress,Love Bonito
1354,Salma Peplum Midi Dress,49.9,missing,dress,Why complicate things? Foldover detail. Peplum hem. Midi length. Concealed back zip closure with hook,Love Bonito
1355,Odin Pleated Crop Pants,43.9,missing,bottoms,Odin Pleated Crop Pants,Love Bonito
1356,Bonika Notch Neck Boxy Blouse,39.9,missing,tops,Bonika Notch Neck Boxy Blouse,Love Bonito
1357,Kellia Geometric V-neck Dress,43.9,missing,dress,Kellia Geometric V-neck Dress,Love Bonito
1358,Frelena Embroidered Flutter Cap Sleeve Top,36.9,missing,tops,Frelena Embroidered Flutter Cap Sleeve Top,Love Bonito
1359,Lyrik Tiered Midi Dress,46.9,missing,dress,Work-to-weekend vibes. Textured fabric. Notch neck. Ruffle hem. ,Love Bonito
1360,Cosima Button Front Midi Skirt,39.9,missing,skirts,Cosima Button Front Midi Skirt,Love Bonito
1361,Amelies Ruched Midi Dress,46.9,missing,dress,Amelies Ruched Midi Dress,Love Bonito
1362,Liara Off Shoulder Foldover Dress,51.9,missing,dress,Liara Off Shoulder Foldover Dress,Love Bonito
1363,Mavis Button Down Dress,43.9,missing,dress,"The Mavis dress features button-down details and large front pockets, perfect for that 90’s girl-next-door look. Pair the dress with a tennis sneakers and statement earrings to complete the outfit. Functional front buttons placket.",Love Bonito
1364,Bamasse Button Blouse,41.9,missing,tops,Basics don't usually come this feminine. This is a top that's crafted to delicately shape your figure while looking effortless.,Love Bonito
1365,Gyara Gingham Tie-Front Midi Dress,44.9,missing,dress,Gyara Gingham Tie-Front Midi Dress,Love Bonito
1366,Cicely Boat Neck Knit Dress,49.9,missing,dress,Cicely Boat Neck Knit Dress,Love Bonito
1367,Kaelan Printed Belted Pants,49.9,missing,bottoms,Kaelan Printed Belted Pants,Love Bonito
1368,Foreya Bodycon Dress,46.9,missing,dress,Foreya Bodycon Dress,Love Bonito
1369,Klory Foldover Peplum Top,36.9,missing,tops,The cutest peplum top featuring a foldover details for vintage Audrey Hepburn inspired vibes.,Love Bonito
1370,Tyaren Striped Sash Toga Top,33.9,missing,tops,Tyaren Striped Sash Toga Top,Love Bonito
1371,Janelle Printed Ruffle Hem Dress,49.9,missing,dress,Janelle Printed Ruffle Hem Dress,Love Bonito
1372,Yidela Asymmetrical Contrast Peplum Skirt,49.9,missing,skirts,Yidela Asymmetrical Contrast Peplum Skirt,Love Bonito
1373,Selenia Printed Wrap Romper,46.9,missing,jumpsuit,Selenia Printed Wrap Romper,Love Bonito
1374,Tiyana Ribbon Bell Sleeve Top,33.9,missing,tops,Tiyana Ribbon Bell Sleeve Top,Love Bonito
1375,Giaara Textured Button Front Dress,43.9,missing,dress,Giaara Textured Button Front Dress,Love Bonito
1376,Morrell Midi Skirt,39.9,missing,skirts,Morrell Midi Skirt,Love Bonito
1377,Pearle Cascade Side Pleat Dress,59.9,missing,dress,Pearle Cascade Side Pleat Dress,Love Bonito
1378,Rowan Dobby Dot Camisole,33.9,missing,tops,Rowan Dobby Dot Camisole,Love Bonito
1379,Rayla Flutter Sleeve Midi Dress,49.9,missing,dress,Nail that desk to dinner ensemble. Flutter sleeves. Gathered pleats for added texture. Complete with contrast sash belt. Keyhole on the back.,Love Bonito
1380,Dellen Ruffle Camisole Top,33.9,missing,tops,Updated classic. Square neckline. Ruffle detail. ,Love Bonito
1381,Telye Crew Neck T-shirt,19.9,missing,tops,A slim fit tee that is lightweight and breathable. Made to supplement any wardrobe styles.,Love Bonito
1382,Goserea Origami Peplum Skirt,43.9,missing,skirts,Goserea Origami Peplum Skirt,Love Bonito
1383,Ximena Cape Overlay Midi Dress,51.9,missing,dress,<ul><li>You've got it covered</li><li>V-neckline</li><li>Cape overlay</li><li>Sits close to the body</li></ul>,Love Bonito
1384,Stevie Printed Flare Hem Dress,46.9,missing,dress,Stevie Printed Flare Hem Dress,Love Bonito
1385,Weslyn Printed Cutout Shoulder Dress,42.9,missing,dress,Weslyn Printed Cutout Shoulder Dress,Love Bonito
1386,Patty Flutter Sleeve Midi Dress,46.9,missing,dress,Patty Flutter Sleeve Midi Dress,Love Bonito
1387,Tamber Lace Trim Top,30.9,missing,tops,Tamber Lace Trim Top,Love Bonito
1388,Cait Broderie Anglaise Peplum Top,39.9,missing,tops,Cait Broderie Anglaise Peplum Top,Love Bonito
1389,Tinley Printed Top in Cloud Nine,33.9,missing,tops,<b>Specially designed In-house print.</b> For your daytime thing. Brush stroke motifs. Square neckline. ,Love Bonito
1390,Shyla Foldover Midi Dress,49.9,missing,dress,Sleek & chic. Foldover detail. Bodycon fit. V-neckline. ,Love Bonito
1391,Erebael Side Pleat Wide Leg Pants,53.9,missing,bottoms,Everyday wear just looks better in classic hues. Go for edgy black or muted nude to complement any look.,Love Bonito
1392,Hevra Knotted Pencil Skirt,39.9,missing,skirts,Hevra Knotted Pencil Skirt,Love Bonito
1393,Qaldriana Layered Top,33.9,missing,tops,Qaldriana Layered Top,Love Bonito
1394,Seyra Short Sleeve Button Blouse,26.9,missing,tops,Seyra Short Sleeve Button Blouse,Love Bonito
1395,Kenna Textured Wrap Dress,46.9,missing,dress,Kenna Textured Wrap Dress,Love Bonito
1396,Maxine Cut Out Belted Midi Dress,49.9,missing,dress,Maxine Cut Out Belted Midi Dress,Love Bonito
1397,Shanley Printed Asymmetrical Shoulder Dress,49.9,missing,dress,"<b>Specially designed In-house print.</b> Dressy, without being too showy. A modern twist on a classic silhouette with asymmetrical sleeves and exclusive in-house designed print of floral motifs peeking through. Concealed side zip closure with hook.",Love Bonito
1398,Heidi Cold Shoulder Midi Dress,46.9,missing,dress,Shrug it off. Cold Water shoulder cut. Buttons all the way down. Ruched details. Tie front. Functional front buttons placket. Button fastening at cuff sleeve. Comes with detachable sash,Love Bonito
1399,Nina Scallop Hem Camisole Dress,46.9,missing,dress,Nina Scallop Hem Camisole Dress,Love Bonito
1400,Pereze Contrast Panel Wide Leg Pants,42.9,missing,bottoms,Pereze Contrast Panel Wide Leg Pants,Love Bonito
1401,Delreqa Striped Tab Midi Shirt Dress,49.9,missing,dress,Delreqa Striped Tab Midi Shirt Dress,Love Bonito
1402,Suzanne Mock Neck Midi Dress,31.9,missing,dress,Suzanne Mock Neck Midi Dress,Love Bonito
1403,Devon Tweed Pencil Skirt,46.9,missing,skirts,Devon Tweed Pencil Skirt,Love Bonito
1404,Mayda Boxy High Neck Crop Top,33.9,missing,tops,Mayda Boxy High Neck Crop Top,Love Bonito
1405,Malia Pleated Skirt,55.9,missing,skirts,Malia Pleated Skirt,Love Bonito
1406,Gillian Denim Wrap Dress,43.9,missing,dress,Gillian Denim Wrap Dress,Love Bonito
1407,Cara Ruched Crop Top,33.9,missing,tops,"An elevated take on your basic crop top: goes with everything, and more. Features ruched details at each side and finished with ribbon-ties. Concealed back button fastening with keyhole opening",Love Bonito
1408,Bethann Pleated Top,36.9,missing,tops,Bethann Pleated Top,Love Bonito
1409,Clara Printed Ruffle Hem Dress,43.9,missing,dress,<b>Specially designed In-house print.</b>Take a twirl. Print-on-print colourblock. Halter neckline. Cinched waist.,Love Bonito
1410,Kiell Midi Dress,49.9,missing,dress,Kiell Midi Dress,Love Bonito
1411,Caitriona Sash Denim Culottes,40.9,missing,bottoms,Caitriona Sash Denim Culottes,Love Bonito
1412,Dara Slit Midi T-shirt Dress,29.9,missing,dress,Dara Slit Midi T-shirt Dress,Love Bonito
1413,Odetta Cutout Shoulder Bell Sleeve Top,32.9,missing,tops,Another way to kick start summer is through a cold shoulder number. Beat the heat in this easy breezy style. Concealed back zip closure with hook,Love Bonito
1414,Petril Pleat Front Cropped Pants,46.9,missing,bottoms,Petril Pleat Front Cropped Pants,Love Bonito
1415,Qeres Flare Hem Miniskirt,39.9,missing,skirts,Qeres Flare Hem Miniskirt,Love Bonito
1416,Noretta Printed Button Front Midi Dress,43.9,missing,dress,Noretta Printed Button Front Midi Dress,Love Bonito
1417,Monea Pleated Off Shoulder Top,36.9,missing,tops,Monea Pleated Off Shoulder Top,Love Bonito
1418,Finne Cutout Shoulder Camisole,33.9,missing,tops,Finne Cutout Shoulder Camisole,Love Bonito
1419,Jelphine Slit Jumpsuit,53.9,missing,jumpsuits,Jelphine Slit Jumpsuit,Love Bonito
1420,Felinda Foldover Slit Dress,43.9,missing,dress,Felinda Foldover Slit Dress,Love Bonito
1421,Helyna Tweed Vest,53.9,missing,outerwear,Helyna Tweed Vest,Love Bonito
1422,Felda Floral Foldover Trumpet Skirt,42.9,missing,skirts,Felda Floral Foldover Trumpet Skirt,Love Bonito
1423,Melrese Striped Shirt Dress,41.9,missing,dress,Melrese Striped Shirt Dress,Love Bonito
1424,Edna Tie-front Midi Dress,46.9,missing,dress,"Sleek work dresses with functional pockets are our go-to. Cut to a chic, midi length and cinched with a delicate ribbon-tie for a flattering waistline, make this a staple piece in your work wardrobe. Concealed back zip closure with hook and non detachable sash at waist area",Love Bonito
1425,Finley Ruffle Tiered Midi Dress,53.9,missing,dress,Extra sprinkles with a cherry on top. Halter neck. Ruffle detail.,Love Bonito
1426,Sheltese Printed Sash Paperbag Shorts,39.9,missing,shorts,Sheltese Printed Sash Paperbag Shorts,Love Bonito
1427,Merina Colourblock Midi Dress,49.9,missing,dress,Merina Colourblock Midi Dress,Love Bonito
1428,Pomera Sash Peg Leg Pants,42.9,missing,bottoms,Pomera Sash Peg Leg Pants,Love Bonito
1429,Gyasel Denim Swing Dress,39.9,missing,dress,Gyasel Denim Swing Dress,Love Bonito
