,title,price,colour,category,description,brand
599,Poccana Pants,49.9,missing,bottoms,"The next it-pants come in a soft, tailored form, giving a strong feminine appeal. Style with a matching coloured top for a flawless finish.",Love Bonito
600,Zandra Crochet Trim Top,36.9,missing,tops,Easily dressed up or down. Textured fabric. Keyhole closure. ,Love Bonito
601,Arcasia Printed Wrap Mini Dress,46.9,missing,dress,That's a wrap. Polka dot print. Flutter sleeves. Ruffle hem. ,Love Bonito
602,Talia Pleated Maxi Camisole Dress,109.9,missing,dress,<p><strong>Studio Collection</strong>,Love Bonito
603,Greta High-rise Skinny Ankle Jeans - Dark Blue,53.9,missing,jeans,The one you'll keep reaching for. Legs-for-days magic. Raw hem. ,Love Bonito
604,Cisphenia Flutter Strap Jumpsuit,56.9,missing,jumpsuits,Cisphenia Flutter Strap Jumpsuit,Love Bonito
605,Dulcie Tailored Shorts,39.9,missing,shorts,Don't forget the matching blazer. Co-ord set. Brush stroke print. Tailored fit. ,Love Bonito
606,Bridget Wide Leg Pants,49.9,missing,bottoms,On heavy rotation. Breathable linen. Pearlescent button detail. Wide leg. ,Love Bonito
607,Anika Wide Leg Pants,49.9,missing,bottoms,Anika Wide Leg Pants,Love Bonito
608,Fiola Floral Printed Tie Back Crop Top,39.9,missing,tops,Fiola Floral Printed Tie Back Crop Top,Love Bonito
609,Erinelle Shawl Collar Blazer,56.9,missing,outerwear,"Suit up, ladies. Three-quarter sleeves. Unique collar detail. ",Love Bonito
610,Jada Belted Colourblock Jumpsuit,59.9,missing,jumpsuits,<ul><li>Take your workwear wardrobe up a notch</li><li>Layered detail</li><li>Wide leg</li><li>,Love Bonito
611,Roza Tie Front Shirt Dress,51.9,missing,dress,Smart thinking. Notched lapels. Tie front. Slit hem. Concealed back zip closure.,Love Bonito
612,Haniela Funnel Neck Knit Top,33.9,missing,tops,You'll need one in every colour. Comfortable knit fabric. High neckline. ,Love Bonito
613,Ebba Knit Midi Dress,46.9,missing,dress,Wear it again & again. Comfortable knit. Classic A-line silhouette. Contrast panels. ,Love Bonito
614,Elaina Printed Sash Tie Midi Dress,49.9,missing,dress,It's a wrap. Abstract print. V-neckline. Cinched waist.,Love Bonito
615,Cybill Sleeveless Romper,33.9,missing,jumpsuit,"Stripping details down to their bare basics, our Cybill Sleeveless Romper is a hot weather hero to rely on this summer. All you need are slides, sandals or slip-ons to get weekend or vacation ready. Concealed back zip closure with hook and comes with detachable sash",Love Bonito
616,Aquinas Ruch Detail Pencil Skirt,41.9,missing,skirts,Your eight till late fix. Classic pencil skirt silhouette. Slit hem.,Love Bonito
617,Ravya Boat Neck Top,21.9,missing,tops,Get back to basics with this long sleeve top made for layering or lounging. Built from a lightweight fabric in a slim fit down. Finished with a wide boat neck neckline.,Love Bonito
618,Louise Button-front Crop Top,19.9,missing,tops,Louise Button-front Crop Top,Love Bonito
619,Kairo Maxi Dress,49.9,missing,dress,Kairo Maxi Dress,Love Bonito
620,Doretta Funnel Neck Knit Top,33.9,missing,tops,"A finely knitted number designed with a lightweight, breathable blend.",Love Bonito
621,Gilda Cap Sleeve V-neck Blouse,39.9,missing,tops,Sleek & chic. Mesh insert. V-neckline. ,Love Bonito
622,Ivette Plaid Pencil Dress,46.9,missing,dress,Can't go wrong with a classic. Plaid print. Scoop neckline. Sits close to the body. ,Love Bonito
623,Bella Tie Front Midi Dress,46.9,missing,dress,Perfect for Sunday Brunch. Gingham print. Pleat details. Tie front. Classic A-line silhouette. ,Love Bonito
624,Weysa Back Pleat Longline Shirt,46.9,missing,tops,Everyone at some point needs a basic that does it all. An all-in-one piece that transforms into a longline top and a summery outerwear,Love Bonito
625,Alethea Button Front Blazer,59.9,missing,outerwear,"<ul><li>Suit up, ladies</li><li>Co-ord set with matching bottoms</li><li>Notched lapel</li><li>Pearlescent button detail</li></ul>",Love Bonito
626,Chihiro Printed Wrap Top,41.9,missing,tops,Specifically designed in-house print. That's a wrap. Summer-inspired floral motifs. Flutter sleeves. Tie side. Non detachable sash at waist area.,Love Bonito
627,Carissa Cowl Neck Shift Dress,26.9,missing,dress, The LBD - it's a classic. Cowl neck detail. Shift dress silhouette. Mini length.,Love Bonito
628,Idris Trumpet Midi Skirt,43.9,missing,skirts,Take your workwear wardrobe up a notch. Trumpet hem. Sits close to the body. ,Love Bonito
629,Leona Button Front Blazer,56.9,missing,outerwear,Leona Button Front Blazer,Love Bonito
630,Abril Wide Leg Pants,46.9,missing,bottoms,Abril Wide Leg Pants,Love Bonito
631,Vienna Denim Midi Skirt,46.9,missing,skirts,For your daytime thing. Straight cut. ,Love Bonito
632,Xael Slit Hem Knit Sweater,39.9,missing,outerwear,Stay cosy. Comfortable knit. Ribbed hem. ,Love Bonito
633,Keva Printed Babydoll Dress,46.9,missing,dress,For your daytime thing. V-neckline. Luxurious jacquard. Drop waist.,Love Bonito
634,Evvie Colourblock Sweater,39.9,missing,outerwear,Evvie Colourblock Sweater,Love Bonito
635,Bardot Fishtail Maxi Dress,63.9,missing,dress,Bardot Fishtail Maxi Dress,Love Bonito
636,Xegja High Waist Denim Raw Hem Skirt,43.9,missing,skirts,Xegja High Waist Denim Raw Hem Skirt,Love Bonito
637,Keaton Pinstripe Tie Front Romper,46.9,missing,jumpsuit,Get in line. Pinstripe print. Square neckline. Tie front detail. Concealed back zip closure with hook.,Love Bonito
638,Kendra Midi Pencil Skirt in Flora Reverie,56.9,missing,skirts,<p><strong>Studio Collection</strong>,Love Bonito
639,Laran Asymmetrical Lace Pencil Skirt,46.9,missing,skirts,"Featuring an asymmetrical hemline that allows easier movement, this soft lace pencil skirt fits your form perfectly. Pair this dainty piece with a crop cape top for a feminine yet fully functional look.  Invisible back zip closure with hook.",Love Bonito
640,Aria Denim Midi Skirt,46.9,missing,skirts,Give your skinnies a break. Elastic waist. Tie side. ,Love Bonito
641,Orabelle Button Front Wide Leg Pants,51.9,missing,bottoms,Updated for the modern girl. Button front. Legs for days. ,Love Bonito
642,Chad Boyfriend Jeans - Light Wash,49.9,missing,jeans,Chad Boyfriend Jeans - Light Wash,Love Bonito
643,Prischa Tweed Cuffed Pants,46.9,missing,bottoms,Prischa Tweed Cuffed Pants,Love Bonito
644,Larissa RIbbed Camisole,16.9,missing,tops,Larissa RIbbed Camisole,Love Bonito
645,Helena Laser-cut Flared Hem Dress,63.9,missing,dress,Helena Laser-cut Flared Hem Dress,Love Bonito
646,Illvianna Lace High Neck Top,36.9,missing,tops,Illvianna Lace High Neck Top,Love Bonito
647,Makenzie Foldover A-line Skorts,36.9,missing,shorts,"<ul><li>Summer day staple</li><li>Pastel, plaid print</li><li>Tie side</li><li>Concealed back zip closure</li></ul>",Love Bonito
648,Isabella Cap Sleeve Midi Dress,49.9,missing,dress,Sleek & classy. Textured fabric. Cinched waist. V-neckline. ,Love Bonito
649,Deaulle Double Breasted Jacket Dress,63.9,missing,dress,Deaulle Double Breasted Jacket Dress,Love Bonito
650,Talia Tie-front Romper,51.9,missing,jumpsuit,Talia Tie-front Romper,Love Bonito
651,Leonora Pleat Tuck Ruffle Hem Midi Dress,69.9,missing,dress,"Having mixed details in one look have never been hotter. It comes in a midi length that works to show off your favourite shoes, in favour of the trend.",Love Bonito
652,Alora Belted Ruffle Hem Midi Dress,51.9,missing,dress,It's all in the details. Chunky belt to match. V-neckline. Bodycon fit. ,Love Bonito
653,Briella Shirt Maxi Dress,51.9,missing,dress,"<ul><li>Your favourite shirt dress</li><li>Checked print</li><li>Tie front</li><li>Slit hem</li><li>Maxi length</li><li>Material has no stretch</li><li>Functional front button placket</li><li>Non detachable sash at waist area</li><li>Functional side pockets</li><li>Lined; polyester</li><li>Made of cotton, rayon blend</li></ul>",Love Bonito
654,Delaney Foldover Button Front Shorts,36.9,missing,shorts,"<ul><li>Cute as a button</li><li>Foldover detail</li><li>Tailored fit</li><li>Button front</li><li>Material has no stretch</li><li>Hidden front zip closure with functional button closure</li><li>Functional side pockets</li><li>Lined; polyester</li><li>Made of polyester, elastane blend</li></ul>",Love Bonito
655,Herayn High Waist Flare Pants,53.9,missing,bottoms,Reinvent the bridesmaid's outfit with a pants look. This pair of flared tailored pants goes well with virtually any tops to create that refreshing bridal style.,Love Bonito
656,Ulyssa Belted A-line Full Skirt,39.9,missing,skirts,Ulyssa Belted A-line Full Skirt,Love Bonito
657,Mana Relaxed Fit Blazer in Honeysuckle Tea,53.9,missing,outerwear,<b>Specially designed in-house print.</b> Who else loves a co-ord set? Hand-sketched floral motifs. Tie side. Relaxed fit. ,Love Bonito
658,Frin Cape Sleeve Crop Top,46.9,missing,tops,The only cape sleeve top you need to walk into the near year with style and confidence. The tailored crop is made in tweed and features functional zips for ease of wear and a dramatic cape sleeve. Back zip closure length 12”.,Love Bonito
659,Amorette Gathered Tie Front Dress,43.9,missing,dress,Summer day staple. Lightweight chambray. Button down. Tie front. V-neckline.,Love Bonito
660,Jaelynn Colourblock Pencil Dress,49.9,missing,dress,Can't go wrong with a classic. Colourblock design. Sits close to the body. V-neckline. ,Love Bonito
661,Tina Boxy T-Shirt,16.9,missing,tops,Tina Boxy T-Shirt,Love Bonito
662,Yvessa Printed Swing Dress,43.9,missing,dress,Yvessa Printed Swing Dress,Love Bonito
663,Teia Textured Boxy Layered Top,41.9,missing,tops,Teia Textured Boxy Layered Top,Love Bonito
664,Nadine Scallop Hem Top,36.9,missing,tops,Nadine Scallop Hem Top,Love Bonito
665,Ariel Camisole Top,19.9,missing,tops,Because a girl can never have too many camisole tops. This one features an on-trend square neckline for a touch of sophistication.,Love Bonito
666,Paysle Belted Midi Dress,49.9,missing,dress,Sleek & chic. Sits close to the body. Slit hem.,Love Bonito
667,Rinedin Square Neck Top,36.9,missing,tops,"Work those collarbones in our Rinedin top. Features a wide square neckline and cinched waist, finished off with a soft flare hem. Concealed back zip closure",Love Bonito
668,Starisha Button Front Wide Leg Culottes,43.9,missing,bottoms,"Weekend outfit, check. Breathable linen. Wide leg. Button details. ",Love Bonito
669,Saylor Halter Neck Maxi Dress in Flora Reverie,91.9,missing,dress,<p><strong>Studio Collection</strong>,Love Bonito
670,Sheyla Knit Top,36.9,missing,tops,For the modern minimalist. Comfortable knit. Sits close to the body. ,Love Bonito
671,Cherelle Printed Relaxed Fit Blazer,53.9,missing,outerwear,Cherelle Printed Relaxed Fit Blazer,Love Bonito
672,Ashynt Ribbed Sleeve Turtleneck Sweater,39.9,missing,outerwear,Ashynt Ribbed Sleeve Turtleneck Sweater,Love Bonito
673,Nayeli Raw Hem Denim Shorts - Black,36.9,missing,shorts,Nayeli Raw Hem Denim Shorts - Black,Love Bonito
674,Aislinn Pleat Front Shell Top,39.9,missing,tops,The one you'll keep reaching for. Lightweight fabric. Pleat detail.,Love Bonito
675,Sonoma Crossover Jumpsuit,59.9,missing,jumpsuits,Sleek & classy. Unique crossover detail. V-neckline. Straight leg. ,Love Bonito
676,Camarre Belted Paperbag Culottes,39.9,missing,bottoms,Camarre Belted Paperbag Culottes,Love Bonito
677,Tessie Broderie Anglaise A-line Skirt,39.9,missing,skirts,<ul><li>Perfect for Sunday brunch</li><li>Delicate broderie anglaise</li><li>Pleat front</li><li>Classic A-line silhouette</li></ul>,Love Bonito
678,Venice Midi Denim Wrap Dress,46.9,missing,dress,That's a wrap. Tie side. V-neckline. ,Love Bonito
679,Trixie Lace Panel Pleated Dress,89.9,missing,dress,<p><strong>Studio Collection</strong>,Love Bonito
680,Bavryn Bustier Maxi Dress,63.9,missing,dress,"Romance at its best, this ruched maxi number will be your occasion staple regardless day or night. Complete your look with nude heels and loose wavy hair for that effortlessly feminine vibe. Anti slip detail at the bust and back.",Love Bonito
681,Etto Layered Maxi Dress,56.9,missing,dress,<b>Specially designed In-house print.</b> Ready for a holiday. Monochrome print. Layered details.,Love Bonito
682,Rocco Printed Ruffle Hem Wrap Dress,46.9,missing,dress,Rocco Printed Ruffle Hem Wrap Dress,Love Bonito
683,Evangelina Ruch Bodice Peplum Dress,51.9,missing,dress,Evangelina Ruch Bodice Peplum Dress,Love Bonito
684,Callie Printed Tie Back Dress in Buttercup Bloom,46.9,missing,dress,<b>Specially designed in-house print.</b> You're in full bloom. Hand drawn floral print. Tie back. Classic A-line silhouette.,Love Bonito
685,Venetta Belted Pencil Skirt,46.9,missing,skirts,You're a work of art. Geometric prints. Matching belt. Slit hem. ,Love Bonito
686,Dominica Foldover Pencil Dress,49.9,missing,dress,Updated workwear classic. Notch neck. Cinched waist. Sits close to the body. ,Love Bonito
687,Sashelle Relaxed Fit Blazer,53.9,missing,outerwear,Layering made easy. Luxurious jacquard. Sash tie. Patch pockets.,Love Bonito
688,Corinne Ribbed Button Down Cardigan,46.9,missing,outerwear,Stay cosy. Textured knit. Tortoiseshell button details. ,Love Bonito
689,Dulcie Button Front Blazer,49.9,missing,outerwear,Some days call for a little extra. Co-ord set. Brush stroke print. ,Love Bonito
690,Cordia Sleeveless Swing Top,23.9,missing,tops,Cordia Sleeveless Swing Top,Love Bonito
691,Tess Geometric Print Wrap Dress,46.9,missing,dress,Tess Geometric Print Wrap Dress,Love Bonito
692,Atarah Pintuck Pleated Panel Maxi Dress,69.9,missing,dress,An effortless maxi that features delicate pleating all around the bodice that truly shapes the look. Add depth to the overall look by layering it over a blouse or wear it under an outer for something modern and modern.,Love Bonito
693,Delcynia Printed Halter Neck Dress,46.9,missing,dress,In full bloom. Floral petal motifs. Ruffle hem. Halter neckline.,Love Bonito
694,Sophia Cuffed Wide Leg Culottes,46.9,missing,bottoms,Can't go wrong with a classic. Tailored cut. Wide leg. ,Love Bonito
695,Tara Ribbon Tie Midi Dress in Flora Reverie,61.9,missing,dress,<p><strong>Studio Collection</strong>,Love Bonito
696,Toni Straight Leg Jeans,49.9,missing,jeans,For your daytime thing. Slightly cropped. Frayed hem. Straight leg. High-rise. ,Love Bonito
697,Zariah Halter Neck Jumpsuit,56.9,missing,jumpsuits,Feelin' a little fancy. Halter neckline. Wide leg. ,Love Bonito
698,Priven Polka Dot Print Peplum Top,36.9,missing,tops,Priven Polka Dot Print Peplum Top,Love Bonito
699,Raven Knit Sweater,36.9,missing,outerwear,Easily dressed up or down. Lightweight knit. Relaxed fit. ,Love Bonito
700,Nathalie Plaid Straight Leg Pants,53.9,missing,bottoms,Parisian chic. Timeless plaid print. Cuffed hem.,Love Bonito
701,Anitta Belted High Waist Shorts in Vintage Plaid,39.9,missing,shorts,<b>Specially designed in-house print.</b> Summer day staple. Plaid print. Matching belt. ,Love Bonito
702,Queran Faux Button Skorts,39.9,missing,shorts,Queran Faux Button Skorts,Love Bonito
703,Flavia Pleated Knit Midi Dress,46.9,missing,dress,Pretty in pleats. Comfortable knit. Contrast panels. Sits close to the body.,Love Bonito
704,Mikayla Tiered Midi Skirt,49.9,missing,skirts,Take a twirl. Tiered layers. Foil print. ,Love Bonito
705,Noreen Contrast Piping Knit Cardigan,46.9,missing,outerwear,Noreen Contrast Piping Knit Cardigan,Love Bonito
706,Meena Shift Dress in Honeysuckle Tea,43.9,missing,dress,<b>Specially designed in-house print.</b> Perfect for Sunday Brunch. Hand-sketched floral motifs. Flattering square neckline. ,Love Bonito
707,Titania Laser-cut Bustier Jumpsuit,69.9,missing,jumpsuits,Titania Laser-cut Bustier Jumpsuit,Love Bonito
708,Judette Textured Button Down Shirt,41.9,missing,tops,Easily dressed up or down. Textured fabric. Collared neckline. ,Love Bonito
709,Emelda Cross Front Maxi Dress,59.9,missing,dress,Emelda Cross Front Maxi Dress,Love Bonito
710,Navaeh Printed Shirt in Starburst Confetti,39.9,missing,tops,<b>Specially designed In-house print.</b> Bold & beautiful. Hand-painted confetti print. Button down. ,Love Bonito
711,Theolen Shirt Jumpsuit,56.9,missing,tops,Theolen Shirt Jumpsuit,Love Bonito
712,Jennon High Neck Midi Jumpsuit,49.9,missing,jumpsuits,Jennon High Neck Midi Jumpsuit,Love Bonito
713,Louris Knit Midi Dress,46.9,missing,dress,Louris Knit Midi Dress,Love Bonito
714,Alexandria Button Down Puff Dress,49.9,missing,dress,<ul><li>Love at first sight</li><li>Flattering square neckline</li><li>Dramatic puff sleeves</li><li>Buttons all the way down</li></ul>,Love Bonito
715,Etto Flutter Sleeve Crop Top,33.9,missing,tops,Etto Flutter Sleeve Crop Top,Love Bonito
