,title,brand,price,description,colour,category
140,Missguided Plus velvet belted straight leg trouser in emerald,Missguided,50.37,     Put the jeans away for a day  High-rise waist  Belt detail  Straight leg  Regular fit  True to size ,missing,bottoms
141,ASOS DESIGN beach trousers in black broderie,ASOS DESIGN,50.37,"     For that holiday you haven't booked yet      High rise      Stretch waistband  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
142,Topshop cord flares in burgundy,Topshop,52.17,     They've already got your attention  High rise  Zip fly  Flared shape  Cut with a skinny leg that flares at the knee ,Burgundy,bottoms
143,ASOS DESIGN Curve mix and match check trouser,ASOS DESIGN,50.37,      Put the jeans away for a day    Check pattern   High-rise drawstring waist       Side pockets        Wide-cut leg       Regular fit  Just select your usual size ,missing,bottoms
144,ASOS EDITION sequin wide leg flare trouser,ASOS EDITION,152.92,"     Worth making plans for   Mid-rise waist  Concealed fly  Side pockets  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
145,Fashionkilla Tall flared trouser in red,ASOS EDITION,32.38,     They've already got your attention  Stretch waistband  Flared shape  Cut with a skinny leg that flares at the knee ,missing,bottoms
146,ASOS DESIGN lounge ribbed soft jogger,ASOS EDITION,32.38,     Staying in is the new going out      Drawstring waist   Ribbed finish  Fitted cuffs  Regular fit  Just select your usual size ,missing,bottoms
147,Skylar Rose wide leg trousers co-ord,Skylar Rose,43.18,"     Part of a co-ord set  Bralet sold separately  High rise  Stretch waistband  Side pockets  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
148,Nike Black Essentials Slim Joggers,Nike,62.97,"     Your casual vibe, sorted       Drawstring waistband       Small Nike logo      Fitted cuffs  Slim fit  A narrow cut from hips to hem ",missing,bottoms
149,Missguided faux leather paperbag waist trousers in burgundy,Missguided,62.97,     Worth making plans for      High-rise waist  D-ring belt        Side pockets   Slim fit  A narrow cut from hips to hem ,missing,bottoms
150,New Look tie waist trousers in yellow,New Look,32.37,     For your daytime thing  High rise  Tie waist      Side pockets  Regular fit  Just select your usual size ,missing,bottoms
151,ASOS DESIGN tailored Clean Culottes,ASOS DESIGN,44.98,"     Worth making plans for  High rise  Functional pockets  Cropped length  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
152,Only Curve wide leg cord trousers in green,Only,62.97,"     Add-to-bag potential: considerable  Mid-rise waist  Concealed fly  Functional pockets  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
153,ASOS DESIGN Petite borg jogger,ASOS DESIGN,50.37,      Throw on and go    Drawstring waistband       Functional pockets      Fitted cuffs  Regular fit  Just select your usual size ,missing,bottoms
154,ASOS DESIGN legging in acid wash with crystal studs embellishment,ASOS DESIGN,35.98,     For your daytime thing  All-over crystal embellishment  High rise      Stretch waistband       Bodycon fit   A tight cut to the body ,missing,bottoms
155,Reebok x Gigi panel detail track pant,Reebok,107.95, Collaboration with Gigi Hadid  High rise  Drawstring waistband  Functional pockets  Fitted cuffs  Regular fit  True to size  ,missing,bottoms
156,ASOS DESIGN Petite tailored smart mix & match cigarette suit trousers,ASOS DESIGN,32.38,"     Worth making plans for      Concealed fly      Functional pockets  Slim, tapered fit  Cut closely around the thigh with a narrow shape through the leg ",missing,bottoms
157,ASOS DESIGN micro check skinny trouser with self covered belt,ASOS DESIGN,50.37,     For your daytime thing  Checked design      High rise        Belted waist   Skinny fit  Cut very closely from hips to hem ,missing,bottoms
158,Nike plus black high waist logo leggings,Nike,51.27,"     For that logo lifestyle       High-rise, stretch waist      Nike Swoosh to calf       Bodycon fit - holds you close  ",missing,bottoms
159,ASOS DESIGN tracksuit ultimate sweat / jogger with tie,Nike,53.97,    Part of our responsible edit   Crew neck  Fitted trims  Jogger bottoms  Drawstring waist  Regular fit  True to size ,missing,bottoms
160,Warehouse jogger co-ord in sage,Warehouse,57.57,     Part of a co-ord set  Sweater sold separately       Drawstring waistband       Side pockets      Fitted cuffs      Regular fit  Just select your usual size ,missing,bottoms
161,ASOS DESIGN extreme high waist tie front suit co-ord,Warehouse,138.53,missing,missing,bottoms
162,Verona Curve full wide leg trousers in pin stripe,Verona,62.97,"     Add them to your everyday line-up      High rise  Stretch-back waist      Side pockets  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
163,ASOS DESIGN button detail high waist 80s tapered trousers,ASOS DESIGN,68.37,"     Worth making plans for    High-rise waist   Concealed fly with fastening        Side pockets    Cropped length    Slim, tapered fit  Cut closely around the thigh with a narrow shape through the leg ",missing,bottoms
164,ASOS DESIGN Tall legging in embossed snake print,ASOS DESIGN,35.98,     Add-to-bag potential: considerable  Stretch waistband  Snakeskin print      Close-cut bodycon fit ,missing,bottoms
165,Dusty Daze wide leg trousers with belted waist in tonal check satin co-ord,Dusty Daze,89.96,"      Part of a co-ord set    Blazer not included    High rise    Belted waist        Check design   Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
166,ASOS DESIGN Maternity tailored tie waist tapered ankle grazer trousers,ASOS DESIGN,44.98,     For your daytime thing      Under-the-bump band       Stretch waist    Tie detail    Cropped length        Regular fit    Designed to fit through all stages of pregnancy  ,missing,bottoms
167,Roxy Snow Rideout Bib dungaree in navy,Roxy,449.78,"      Add-to-bag potential: considerable    Waterproof up to 20,000mm        Taffeta lining    Reinforced, taped seams for extra protection from moisture       Adjustable suspenders  Jacket-to-pant attachment system       Double-layer seat and cuffs for durability       Articulated knees for improved mobility and flexibility  Taffeta boot gaiters with stretch panel      Uses Roxy WarmFlight technology  Lightweight, synthetic insulation with high-warmth properties  Regular fit  Just select your usual size ",missing,bottoms
168,ASOS DESIGN mono dogstooth slim suit trousers,ASOS DESIGN,57.57,     Corporate is cancelled  All-over houndstooth design  Mid-rise waist  Side pockets  Slim fit  A narrow cut from hips to hem  ,missing,bottoms
169,ASOS DESIGN Tall ponte skinny trouser with utility pockets,ASOS DESIGN,44.98,     Add them to your everyday line-up      High rise      Concealed fly with button fastening      Utility-style pockets  Skinny fit  Cut very closely from hips to hem ,missing,bottoms
170,adidas Originals x Danielle Cathari deconstructed Firebird track pant in white,adidas,134.93,     Designed in collaboration with designer Danielle Cathari   High rise  Drawstring waistband  Panelled design  3-Stripe detailing to sides  Trefoil logo embroidery  Relaxed fit   Falls loosely over the body  ,missing,bottoms
171,ASOS DESIGN Petite chino trousers,ASOS DESIGN,35.98,     Put the jeans away for a day      High-rise waist  Belt loops      Concealed fly with button fastening      Side pockets      Jet back pockets      Regular fit  Just select your usual size ,missing,bottoms
172,ASOS 4505 icon legging in cotton touch,ASOS 4505,28.79,"      Activewear, but make it fashion    High rise       Elasticated waistband      Branded detailing  Close-cut bodycon fit ",missing,bottoms
173,ASOS DESIGN leather look trouser with twist waist detail,ASOS DESIGN,62.97,"     Worth making plans for  High rise  Waist tie  Functional pockets  Regular, tapered fit  A standard cut around the thigh with a narrow shape through the leg ",missing,bottoms
174,Saint Genies satin wide leg trouser with hardware detail in ivory,Saint Genies,57.57,     Worth making plans for   High-rise waist  Adjustable cinch detailing  Silver-tone metal eyelets  Wide leg  Zip-back fastening  Regular fit  Just select your usual size  ,missing,bottoms
175,Puma exclusive to ASOS glam mesh leggings in black and white,PUMA,71.96,"     Activewear, but make it fashion  High rise  Branded waistband  Mesh panels for added breathability  Bodycon fit  A tight cut to the body  Exclusive to ASOS<br> ",missing,bottoms
176,Club L London skinny cigatette trouser in yellow,Club L,62.97,"      Add-to-bag potential: considerable    High rise       Concealed fly hook-and-bar fastening      Side pockets  Skinny, tapered fit  Cut closely around the thigh with a narrow shape through the leg ",missing,bottoms
177,Nike white snake print woven joggers,Nike,86.36,     Current mood  Snakeskin print  Drawstring waist  Nike Swoosh logo  Fitted cuffs  Relaxed fit  For a slouchy silhouette ,missing,bottoms
178,ASOS DESIGN Tall chino trousers,ASOS DESIGN,35.98,"     An alternative to your jeans  High-rise waist  Zip fly  Side pockets  Two back pockets  Regular, tapered fit  A standard cut around the thigh with a slim shape through the leg ",missing,bottoms
179,4th + Reckless tailored trouser in purple,4th & Reckless,62.97,     Worth making plans for       Mid-rise waist  Concealed fly  Straight leg  Slim fit  A narrow cut from hips to hem ,missing,bottoms
180,Missguided borg oversized joggers in black,Missguided,35.98,     Bringing in the comfort  Stretch waistband  Fitted cuffs  Regular fit  True to size ,missing,bottoms
181,ASOS 4505 Maternity legging in cotton and black elastane,ASOS 4505,28.79, Part of our responsible edit  Elasticated waistband  Bodycon fit  A tight cut to the body  Designed to fit you from bump to baby ,missing,bottoms
182,ASOS DESIGN tracksuit ultimate sweat / jogger with tie,ASOS 4505,53.97," Tracksuit set  Your casual vibe, sorted  Plain sweatshirt  Crew neck  Trouser bottoms  Drawstring waistband  Functional pockets  Relaxed fit  For a slouchy silhouette ",missing,bottoms
183,Opening Ceremony highwaisted carpenter trouser,Opening Ceremony,413.79,     They’re everything you’ve been scrolling for  High-rise waist  Concealed fly  Belt loops  Side pockets  Regular fit  Just select your usual size ,missing,bottoms
184,ASOS DESIGN Tall lounge mix & match loopback raw edge jogger,ASOS DESIGN,32.38,     An easy wardrobe win      Drawstring waist      Functional pockets      Relaxed fit      For a slouchy silhouette ,missing,bottoms
185,ASOS DESIGN pull on tapered black trousers in jersey crepe,ASOS DESIGN,32.38,     Smart thinking       Stretch waist      Pull-on style      Cropped cut       Regular fit   A standard cut for a classic shape ,missing,bottoms
186,JDY wide leg trousers in cord,JDY,57.57,"         An alternative to your jeans  High-rise waist      Concealed fly  Functional pockets  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
187,Puma Training seamless leggings in pink,PUMA,53.97,     For exercise or everyday wear      High rise waist      Elasticated waistband      Bodycon fit  A tight cut to the body ,missing,bottoms
188,Missguided co-ord flare trousers in sage green,Missguided,21.59,     Part of a co-ord set   Top sold separately       High rise      Elasticated waist  Flared shape  Cut with a super-skinny leg that flares at the knee  Exclusive to ASOS ,missing,bottoms
189,ASOS DESIGN Curve trouser with contrast topstitch in shell fabric,ASOS DESIGN,57.57,     Add them to your everyday line-up  High rise      Button fastening  Concealed fly   Contrast stitching      Cargo-style pockets  Regular fit  Just select your usual size ,missing,bottoms
190,ASOS DESIGN check tux slim suit trousers,ASOS DESIGN,62.97,     An alternative to your jeans      Belt loops      Button fastening with a concealed fly      Side and back pockets  Slim fit  A narrow cut from hips to hem ,missing,bottoms
191,Missguided belted tailored cigarette trousers in blue,Missguided,44.98,"     For that thing you have to go to      High rise      Belted waist  Cropped length  Regular fit   No surprises, just a classic cut ",missing,bottoms
192,Bershka mom fit trouser with belt in black,Bershka,35.96,     Add-to-bag potential: considerable  High-rise waist  Belt detail  Functional pockets  Regular fit  Just select your usual size ,missing,bottoms
193,ASOS DESIGN Tall pop slim suit trousers,ASOS DESIGN,57.57,     Worth making plans for       High-rise waist      Side pockets       Slim fit   For a tailored silhouette ,missing,bottoms
194,ASOS 4505 basic sweat jogger,ASOS 4505,39.58,"     Activewear, but make it fashion   Drawstring waistband       Side pockets  Branded back       Fitted cuffs       Regular fit   Just select your usual size ",missing,bottoms
