,title,price,brand,description,colour,category
965,qynz shorts,32.00,Runway Bandits,"basic high-waisted denim shorts with frayed hems.
high waisted
frayed hems
functional pockets
unlined
cotton blend
*sale items are non-exchangeable, non-returnable, and non-refundable",midwash,shorts
966,neva top,30.00,Runway Bandits,"boat-necked top made from a ribbed knit material.
boat neckline
batwing sleeves
oversized fit
unlined
polyester blend
*sale items are non-exchangeable, non-returnable, and non-refundable",pigeon blue,tops
967,jinzo skirt,36.00,Runway Bandits,"made of lightweight yet structured cotton twill material, the",navy,skirts
968,jinzo skirt,36.00,Runway Bandits,"made of lightweight yet structured cotton twill material, the",sand,skirts
969,jinzo skirt,36.00,Runway Bandits,"made of lightweight yet structured cotton twill material, the",mustard,skirts
970,nuyex dress,39.00,Runway Bandits,be office-ready with the,guava pink,dress
971,idalia dress,39.00,Runway Bandits,"designed in a fit-and-flare silhouette that is universally flattering, the",black,dress
972,kami blouse,32.00,Runway Bandits,"a long-sleeved blouse with a flirty and romantic vibe, the",coral pink,tops
973,nuyex dress,39.00,Runway Bandits,be office-ready with the,blush,dress
974,kami blouse,32.00,Runway Bandits,"a long-sleeved blouse with a flirty and romantic vibe, the",navy,tops
975,nuyex dress,39.00,Runway Bandits,be office-ready with the,black,dress
976,idalia dress,39.00,Runway Bandits,"designed in a fit-and-flare silhouette that is universally flattering, the",fjord blue,dress
977,nuyex dress,39.00,Runway Bandits,be office-ready with the,lavender,dress
978,kami blouse,32.00,Runway Bandits,"a long-sleeved blouse with a flirty and romantic vibe, the",black,tops
979,idalia dress,39.00,Runway Bandits,"designed in a fit-and-flare silhouette that is universally flattering, the",olive,dress
980,nuyex dress,39.00,Runway Bandits,be office-ready with the,navy,dress
981,qaw tank,22.00,Runway Bandits,"basic ribbed tank top with raw edges.
v neck
ribbed material
stretchable
*sale items are non-exchangeable, non-returnable, and non-refundable",black,tops
982,zean skirt,38.00,Runway Bandits,"a mainstay of our summer wardrobe, the",sand,skirts
983,zean skirt,38.00,Runway Bandits,"a mainstay of our summer wardrobe, the",aspen green,skirts
984,zean skirt,38.00,Runway Bandits,"a mainstay of our summer wardrobe, the",navy,skirts
985,vetti skirt,34.00,Runway Bandits,"high-waisted a-line skirt with a confetti print.
high-waist
elasticated waist
concealed side zip
a-line cut
unlined
polyester blend
 *sale items are non-exchangeable, non-returnable, and non-refundable",casper blue,skirts
986,mika dress,38.00,Runway Bandits,"short-sleeved dress with a lapel collar and a detachable circle belt.
lapel collar
button down
comes with a detachable belt
side slit
unlined
cotton blend
*sale items are non-exchangeable, non-returnable, and non-refundable",black,dress
987,nami shorts,33.00,Runway Bandits,"pinstriped shorts with a partially elasticated waist.
high waist
concealed fly
two functional pockets
partially elasticated
pinstripe print
cuffed hem
unlined
cotton blend
*sale items are non-exchangeable, non-returnable, and non-refundable",white,shorts
988,brio culottes,40.00,Runway Bandits,"meet your new favourite work culottes, ",laurel green,bottoms
989,akra dress,39.00,Runway Bandits,"crafted from high quality polyester, the midweight",fjord blue,dress
990,fumi top,34.00,Runway Bandits,"an elegant yet flirty piece, the",sedona sage,tops
991,fumi top,34.00,Runway Bandits,"an elegant yet flirty piece, the",navy,tops
992,muelia top,34.00,Runway Bandits,the,black,tops
993,fumi top,34.00,Runway Bandits,"an elegant yet flirty piece, the",coral pink,tops
994,fumi top,34.00,Runway Bandits,"an elegant yet flirty piece, the",fjord blue,tops
995,anessa shorts,32.00,Runway Bandits,"high-waisted cotton twill shorts with a partially elasticated waistband.
concealed fly
partially elasticated waist
two functional pockets
unlined
cotton blend
*sale items are non-exchangeable, non-returnable, and non-refundable",black,shorts
996,anessa shorts,32.00,Runway Bandits,"high-waisted cotton twill shorts with a partially elasticated waistband.
concealed fly
partially elasticated waist
two functional pockets
unlined
cotton blend
*sale items are non-exchangeable, non-returnable, and non-refundable",white,shorts
997,kade shorts,35.00,Runway Bandits,what seems to be a mini skirt at first glance is actually a pair of high-waisted shorts with an overlay effect. the,forest,shorts
998,kade shorts,35.00,Runway Bandits,what seems to be a mini skirt at first glance is actually a pair of high-waisted shorts with an overlay effect. the,black,shorts
999,giko pants,39.00,Runway Bandits,"made from a comfortable cotton-twill blend, the",navy,bottoms
1000,cellert shorts,35.00,Runway Bandits,"it shouldn’t come as a surprise when we say that everybody needs a good pair of basic shorts. if you don’t already have one, the",sand,shorts
1001,livi blouse,33.00,Runway Bandits,"button-down sleeveless blouse with a unique y-collar.
y collar
button down
unlined
curved hem
polyester blend
*sale items are non-exchangeable, non-returnable, and non-refundable",nude,tops
1002,isha cami,32.00,Runway Bandits,"pleated striped camisole with adjustable straps.
pleated
layered design
adjustable straps
unlined
regular fit
polyester blend
*sale items are non-exchangeable, non-returnable, and non-refundable",white,tops
1003,livi blouse,33.00,Runway Bandits,"button-down sleeveless blouse with a unique y-collar.
y collar
button down
unlined
curved hem
polyester blend
*sale items are non-exchangeable, non-returnable, and non-refundable",black,tops
1004,livi blouse,33.00,Runway Bandits,"button-down sleeveless blouse with a unique y-collar.
y collar
button down
unlined
curved hem
polyester blend
*sale items are non-exchangeable, non-returnable, and non-refundable",daffodil,tops
1005,joyann culottes,36.00,Runway Bandits,"pleated striped culottes with a drawstring waistband.
pleated
drawstring waist
two functional side pockets
unlined
polyester blend
*sale items are non-exchangeable, non-returnable, and non-refundable",white,bottoms
1006,wells trousers,39.00,Runway Bandits,"an absolute necessity for high-powered working women, the",navy,bottoms
1007,lowry vest,42.00,Runway Bandits,"sharply tailored from high quality polyester, the",white,outerwear
1008,thea blouse,35.00,Runway Bandits,"created from a stunning pinstripe cotton fabric, the",blue,tops
1009,thea blouse,35.00,Runway Bandits,"created from a stunning pinstripe cotton fabric, the",navy,tops
1010,lowry vest,42.00,Runway Bandits,"sharply tailored from high quality polyester, the",olive,outerwear
1011,giane shorts,32.00,Runway Bandits,high-waisted shorts with raw hems and ripped details.,lightwash,shorts
1012,fylis romper,37.00,Runway Bandits,polkadot drawstring romper with functional pockets.,black,jumpsuits
1013,chael shorts,32.00,Runway Bandits,high-waisted drawstring shorts with side slit details.,cream,shorts
1014,giane shorts,32.00,Runway Bandits,high-waisted shorts with raw hems and ripped details.,midwash,shorts
1015,diara dress,40.00,Runway Bandits,if you’re a fan of the,white,dress
1016,franse top,32.00,Runway Bandits,a minimalist number like the,rose,tops
1017,wygar dress,36.00,Runway Bandits,"no matter how well-curated you think your wardrobe is, it is still not complete without a basic swing dress and that’s where the",mustard,dress
1018,diara dress,40.00,Runway Bandits,if you’re a fan of the,black,dress
1019,fae jumpsuit,39.00,Runway Bandits,basic wide-legged jumpsuit with a detachable self-tie sash.,beige,jumpsuits
1020,quire top,30.00,Runway Bandits,"basic round-neck tank top.
round neck
unlined
polyester blend
*sale items are non-exchangeable, non-returnable, and non-refundable",black,tops
1021,venera dress,36.00,Runway Bandits,button-down dress with gathered self-tie sleeve details and a smocked waist.,mustard,dress
1022,zim top,34.00,Runway Bandits,"made from wrinkle-resistant polyester, the",white,tops
1023,qaden top,35.00,Runway Bandits,"the qaden top is a seemingly basic piece with no added embellishments or uniqueness but upon closer inspection, it is an everyday regular length top with a textured neckline that extends all the way down to the upper back. the keyhole buttonhole detail on the back marks the end of the difference in texture and reveals just a hint of skin for that extra bit of elegance and sophistication. it goes with most of what’s in your wardrobe, trust us on that.
*sale items are non-exchangeable, non-returnable, and non-refundable",black,tops
1024,zim top,34.00,Runway Bandits,"made from wrinkle-resistant polyester, the",black,tops
1025,anais top,34.00,Runway Bandits,"cropped in length, the",glaucous blue,tops
1026,qaden top,35.00,Runway Bandits,the,white,tops
1027,anais top,34.00,Runway Bandits,"cropped in length, the anais is a basic round-neck top with not-so-basic piping details that run both horizontally and vertically and a delicate keyhole buttonhole detail along the nape. with a universally flattering neckline and subtle design differences that stand out from regular cropped tops, it is a piece that is hard for minimalists to say no to. fully lined, it is as comfortable as they come.
*sale items are non-exchangeable, non-returnable, and non-refundable",black,tops
1028,mofar shorts,32.00,Runway Bandits,"high-waisted shorts with frayed hems and distressed details.
high waisted
functional pockets
frayed hem
distressed details
cotton blend
*sale items are non-exchangeable, non-returnable, and non-refundable",midwash,shorts
1029,hilza dress,36.00,Runway Bandits,mandarin collar half placket shirtdress with a curved hem.,white,dress
1030,yandaz jeans,35.00,Runway Bandits,"high-waisted jeans with frayed hems and a slightly flared cut.
high waisted
functional pockets
frayed hem
cotton blend
*sale items are non-exchangeable, non-returnable, and non-refundable",darkwash,bottoms
1031,hilza dress,36.00,Runway Bandits,mandarin collar half placket shirtdress with a curved hem.,navy,dress
1032,anara dress,36.00,Runway Bandits,square floral lace dress with an optional self-tie sash.,white,dress
1033,riju shirtdress,30.00,Runway Bandits,button-down shirtdress with a self-tie sash and curved hem.,white,dress
1034,moiret shorts,30.00,Runway Bandits,"high-waisted shorts with distressed details.
high waisted
front frayed hems
functional pockets
cotton blend
*sale items are non-exchangeable, non-returnable, and non-refundable",darkwash,shorts
1035,zora top,35.00,Runway Bandits,"we’re a huge fan of pleats – that much is clear. instead of the usual vertical and horizontal pleats, we’ve incorporated diagonal box pleats into the highly work-appropriate",ink blue,tops
1036,thysse skirt,38.00,Runway Bandits,the,blush,skirts
1037,levue top,36.00,Runway Bandits,"not all peplum tops are made the same and not all of them are structured and uniform. with the silhouette of a regular sleeveless top in the top half and a series of asymmetrical pleats and overlapping folds along the bottom half, the",glaucous blue,tops
1038,zora top,35.00,Runway Bandits,"we’re a huge fan of pleats – that much is clear. instead of the usual vertical and horizontal pleats, we’ve incorporated diagonal box pleats into the highly work-appropriate",black,tops
1039,thysse skirt,38.00,Runway Bandits,the,midnight green,skirts
1040,levue top,36.00,Runway Bandits,"not all peplum tops are made the same and not all of them are structured and uniform. with the silhouette of a regular sleeveless top in the top half and a series of asymmetrical pleats and overlapping folds along the bottom half, the",black,tops
1041,thysse skirt,38.00,Runway Bandits,the,black,skirts
1042,zora top,35.00,Runway Bandits,"we’re a huge fan of pleats – that much is clear. instead of the usual vertical and horizontal pleats, we’ve incorporated diagonal box pleats into the highly work-appropriate",glaucous blue,tops
1043,levue top,36.00,Runway Bandits,"not all peplum tops are made the same and not all of them are structured and uniform. with the silhouette of a regular sleeveless top in the top half and a series of asymmetrical pleats and overlapping folds along the bottom half, the",ink blue,tops
1044,lenoe shirt,28.00,Runway Bandits,point collar white shirt with small breast pockets.,white,tops
1045,quinn jeans,34.00,Runway Bandits,"high-waisted jeans with side slits at the hem.
high waisted
concealed fly
functional pockets
side slit at hem
cotton blend
*sale items are non-exchangeable, non-returnable, and non-refundable",acidwash,bottoms
1046,julita tee,28.00,Runway Bandits,oversized crew-neck tee.,white,tops
1047,monse dress,39.00,Runway Bandits,"designed using a variety of fabrics and textures, the",white,dress
1048,ohane blouse,30.00,Runway Bandits,classic point collar blouse with a half placket.,blush,tops
1049,gio jeans,34.00,Runway Bandits,"high-waisted jeans with frayed hems and pocket details.
high waisted
concealed fly
functional pockets
frayed hems
unlined
cotton blend
*sale items are non-exchangeable, non-returnable, and non-refundable",lightwash,bottoms
1050,ohane blouse,30.00,Runway Bandits,classic point collar blouse with a half placket.,white,tops
1051,jasch dress,32.00,Runway Bandits,v-neck dropwaist drawstring pinafore dress.,navy,dress
1052,dalton cami,30.00,Runway Bandits,"the days of contemplating which neckline suits you best are over, especially now with the two-way design of the",mustard,tops
1053,dalton cami,30.00,Runway Bandits,"the days of contemplating which neckline suits you best are over, especially now with the two-way design of the",khaki,tops
1054,dalton cami,30.00,Runway Bandits,"the days of contemplating which neckline suits you best are over, especially now with the two-way design of the",dark seafoam green,tops
1055,keiz top,22.00,Runway Bandits,ribbed knit tank top with a scoop neckline.,black,tops
1056,mynne shirt,29.00,Runway Bandits,classic crisp button-down shirt with pinstripes.,periwinkle,tops
1057,vanda top,32.00,Runway Bandits,"cut from a structured cotton twill fabric, the",mist blue,tops
1058,hanadi dress,39.00,Runway Bandits,"a shift-style polyester number with a subtle v-seam along the bodice, the",nude pink,dress
1059,vanda top,32.00,Runway Bandits,"cut from a structured cotton twill fabric, the",laurel green,tops
1060,purah shirtdress,42.00,Runway Bandits,"a snazzy smart casual choice, the",rust,dress
1061,vanda top,32.00,Runway Bandits,"cut from a structured cotton twill fabric, the",blush,tops
1062,hanadi dress,39.00,Runway Bandits,"a shift-style polyester number with a subtle v-seam along the bodice, the",black,dress
1063,hanadi dress,39.00,Runway Bandits,"a shift-style polyester number with a subtle v-seam along the bodice, the",medium carmine,dress
1064,vanda top,32.00,Runway Bandits,"cut from a structured cotton twill fabric, the",wheat,tops
1065,della shorts,30.00,Runway Bandits,"high-waisted shorts with a single slit and distressed hems.
high waist
concealed fly
functional side pockets
ripped details
frayed hem
unlined
polyester blend
*sale items are non-exchangeable, non-returnable, and non-refundable",lightwash,shorts
1066,pippa shirt,32.00,Runway Bandits,basic button-down shirt with a frayed hem.,white,tops
1067,haines dress,30.00,Runway Bandits,short lace dress with a drawstring waist.,white,dress
1068,laila dress,44.00,Runway Bandits,"feminine, fun, and flattering – the",casper blue,dress
1069,laila dress,44.00,Runway Bandits,"feminine, fun, and flattering – the",black,dress
1070,oxanna outerwear,40.00,Runway Bandits,meet the reincarnation of the fast-selling rocco outerwear that is now sold out. the,mustard,outerwear
1071,thames dress,39.00,Runway Bandits,the,forest,dress
1072,bosna blouse,34.00,Runway Bandits,"a versatile sleeveless crop top that can be worn to the office and on down days, the two main features of the",shuttle grey,tops
1073,bosna blouse,34.00,Runway Bandits,"a versatile sleeveless crop top that can be worn to the office and on down days, the two main features of the",white,tops
1074,quigno blouse,26.00,Runway Bandits,cold-shoulder blouse with slim straps.,black,tops
1075,imaq skirt,32.00,Runway Bandits,"high-waisted denim skirt with a frayed hem.
high waist
two functional side pockets
frayed hem
unlined
cotton blend
*sale items are non-exchangeable, non-returnable, and non-refundable",midwash,skirts
1076,quigno blouse,26.00,Runway Bandits,cold-shoulder blouse with slim straps.,chartreuse,tops
1077,kalini dress,32.00,Runway Bandits,loose fit embroidered dress with puff sleeves and tasselled sleeves.,white,dress
1078,thames dress,39.00,Runway Bandits,the,black,dress
1079,bosna blouse,34.00,Runway Bandits,"a versatile sleeveless crop top that can be worn to the office and on down days, the two main features of the",mustard,tops
1080,foxa blouse,34.00,Runway Bandits,"with its roll tab detail on each sleeve and its y-collar feature reminiscent of the zanya, it is little wonder that we’ve dubbed the",olive,tops
1081,foxa blouse,34.00,Runway Bandits,"with its roll tab detail on each sleeve and its y-collar feature reminiscent of the zanya, it is little wonder that we’ve dubbed the",white,tops
1082,felyn top,30.00,Runway Bandits,"cut from soft, flowy polyester, the felyn",nude,tops
1083,foxa blouse,34.00,Runway Bandits,"with its roll tab detail on each sleeve and its y-collar feature reminiscent of the zanya, it is little wonder that we’ve dubbed the",navy,tops
1084,fanne dress,39.00,Runway Bandits,"designed for a slightly oversized fit, the",light olive,dress
1085,fanne dress,39.00,Runway Bandits,"designed for a slightly oversized fit, the",olive,dress
1086,stuwe tee,28.00,Runway Bandits,basic crew neck t-shirt.,sky,tops
1087,stuwe tee,28.00,Runway Bandits,basic crew neck t-shirt.,light green,tops
1088,olvian skirt,38.00,Runway Bandits,"designed with a single inverted pleat down the middle to emulate the appearance of a pair of wide-legged culottes, the",sage,skirts
1089,tia top,30.00,Runway Bandits,"cut from soft, flowy polyester, the",goldenrod,tops
1090,olvian skirt,38.00,Runway Bandits,"designed with a single inverted pleat down the middle to emulate the appearance of a pair of wide-legged culottes, the",black,skirts
1091,mearen dress,34.00,Runway Bandits,drop waist dress with a y-collar and a gathered hem.,navy,dress
1092,nile top,30.00,Runway Bandits,basic knit tee cut from extra soft material.,white,tops
1093,tazzy blouse,30.00,Runway Bandits,basic blouse with drawstring sleeves and a relaxed fit.,indian red,tops
1094,gietta culottes,40.00,Runway Bandits,the,dark grey,bottoms
1095,gietta culottes,40.00,Runway Bandits,the,contessa,bottoms
1096,gietta culottes,40.00,Runway Bandits,the,black,bottoms
1097,gietta culottes,40.00,Runway Bandits,the,light grey,bottoms
1098,altair dress,32.00,Runway Bandits,crochet dress with lace trims and a drawstring waistband.,white,dress
1099,yanne dress,44.00,Runway Bandits,"made from wrinkle-resistant polyester, the",medium carmine,dress
1100,yanne dress,44.00,Runway Bandits,"made from wrinkle-resistant polyester, the",fjord blue,dress
1101,yanne dress,44.00,Runway Bandits,"made from wrinkle-resistant polyester, the",olive,dress
1102,brio culottes,40.00,Runway Bandits,"meet your new favourite work culottes, brio. tailored from wrinkle-resistant polyester, this flattering wide-legged pair emphasises the narrowest part of your waist and defines your silhouette like no other. its roomy pockets add convenience to style and the piece is finished with a hook and bar closure for a clean-cut appearance while its unique colour catches the eye of those in its vicinity.
*sale items are non-exchangeable, non-returnable, and non-refundable
 ",basil,bottoms
1103,atticus cami,32.00,Runway Bandits,"cut for a swing construction, this cropped number is absolutely darling with its barely-there straps and a-line silhouette. available in five unique, yet easy-to-style colours, the atticus",sage,tops
1104,tarquin romper,42.00,Runway Bandits,"tailored from high quality polyester, the tarquin is a short-sleeved romper loved by many and it isn’t difficult to see why. its v-shaped neckline flatters and elongates your frame while its cinched waist highlights the narrowest part of your waist. highlights include its thigh-skimming length that creates the impression of endless legs, its functional front buttons, and concealed back zip.
*due to the cut and nature of the fabric, placement of prints will differ from piece to piece; faint marks may be present and are not considered as defects.
*sale items are non-exchangeable, non-returnable, and non-refundable",white,jumpsuits
1105,zeke culottes,44.00,Runway Bandits,"meet your new favourite work culottes, zeke. tailored from wrinkle-resistant polyester, this flattering wide-legged pair emphasises the narrowest part of your waist and defines your silhouette like no other. its roomy pockets add convenience to style and the piece is finished with a hook and bar closure for a clean-cut appearance while the feminine print catches the eye of those in its vincinity.
*due to the cut and nature of the fabric, placement of prints will differ from piece to piece; faint marks may be present and are not considered as defects.
*sale items are non-exchangeable, non-returnable, and non-refundable",white,bottoms
1106,fynn dress,42.00,Runway Bandits,there’s nothing quite as trendy and as fun as a dress that flares out to a playful fluted hem. the fynn,white,dress
1107,atticus cami,32.00,Runway Bandits,"cut for a swing construction, this cropped number is absolutely darling with its barely-there straps and a-line silhouette. available in five unique, yet easy-to-style colours, the atticus",sky,tops
1108,freya cami,33.00,Runway Bandits,"cut for a swing construction, this cropped number is absolutely darling with its barely-there straps and a-line silhouette. available in a bold feminine print, the freya",white,tops
1109,orion dress,42.00,Runway Bandits,"the orion dress may look like a simple short-sleeved shift dress at first glance but upon closer inspection, one will be able to tell that sharp knife pleats have been incorporated along the hem. this office-appropriate number is a feminine piece that is designed with a fully lined inner for comfort. style it with your favourite pair of stilettos.",white,dress
1110,atticus cami,32.00,Runway Bandits,"cut for a swing construction, this cropped number is absolutely darling with its barely-there straps and a-line silhouette. available in five unique, yet easy-to-style colours, the atticus",navy,tops
1111,declan shorts,35.00,Runway Bandits,"impeccably tailored from high quality polyester to offer a clean and tailored silhouette, the declan ",sky,shorts
1112,declan shorts,35.00,Runway Bandits,"impeccably tailored from high quality polyester to offer a clean and tailored silhouette, the declan ",basil,shorts
1113,atticus cami,32.00,Runway Bandits,"cut for a swing construction, this cropped number is absolutely darling with its barely-there straps and a-line silhouette. available in five unique, yet easy-to-style colours, the atticus",mustard,tops
1114,fien dress,46.00,Runway Bandits,"go bold or stay safe with the fien dress, a work dress with both dual-coloured and single-coloured options. colour choices aside, this work-appropriate piece also comes designed in a long column silhouette and a functional side buckle detail used to either tighten or loosen the lightweight piece and two roomy pockets to boot. style it with high heels or pointed flats to complete your sleek, minimalist look.",blush,dress
1115,fien dress,46.00,Runway Bandits,"go bold or stay safe with the fien dress, a work dress with both dual-coloured and single-coloured options. colour choices aside, this work-appropriate piece also comes designed in a long column silhouette and a functional side buckle detail used to either tighten or loosen the lightweight piece and two roomy pockets to boot. style it with high heels or pointed flats to complete your sleek, minimalist look.",grey,dress
1116,zanya blouse,34.00,Runway Bandits,"a highly work-appropriate blouse with a unique y-collar, the",black,tops
1117,bryson shorts,34.00,Runway Bandits,"designed to sit high on your waist, the thigh-grazing length of the bryson shorts makes them a cooling, yet polished alternative to your typical frayed denim shorts. cut for a slightly loose fit, these warm weather darlings are embellished with piping details on each leg to add depth to the piece.
*sale items are non-exchangeable, non-returnable, and non-refundable",honey,shorts
1118,rikku dress,33.00,Runway Bandits,"floral-printed slip dress meant for layering over basic tops.
floral print
unlined
polyester blend
*sale items are non-exchangeable, non-returnable, and non-refundable
 ",,dress
1119,oanders dress,36.00,Runway Bandits,"oversized curved hem dress with button-hole closure.
unlined
relaxed fit
cotton blend
comes with a detachable sash
due to nature of the fabric, slubs and lines are present and not considered as defects.
*sale items are non-exchangeable, non-returnable, and non-refundable",white,dress
1120,pico dress,35.00,Runway Bandits,"elasticated off-shoulder dress with self-tie sashes around the elbows.
off-shoulder
elasticated waist
self-tie sleeve hems
unlined
relaxed fit
cotton blend
due to nature of the fabric, slubs and lines are present and not considered as defects.
*sale items are non-exchangeable, non-returnable, and non-refundable",sunflower,dress
1121,zanya blouse,34.00,Runway Bandits,"a highly work-appropriate blouse with a unique y-collar, the",white,tops
1122,zanya blouse,34.00,Runway Bandits,"a highly work-appropriate blouse with a unique y-collar, the",khaki,tops
1123,umaru dress,32.00,Runway Bandits,"micro pleated high-neck dress with a keyhole button closure along the nape.
high neck
pleated details
keyhole button closure
lined
relaxed fit
polyester blend
*sale items are non-exchangeable, non-returnable, and non-refundable",white,dress
1124,isab top,32.00,Runway Bandits,wide-neck knit top with flared sleeves.,white,tops
1125,yori top,34.00,Runway Bandits,"cropped to perfection, the",black,tops
1126,wygar dress,36.00,Runway Bandits,"no matter how well-curated you think your wardrobe is, it is still not complete without a basic swing dress and that’s where the",navy,dress
1127,yori top,34.00,Runway Bandits,"cropped to perfection, the",blush,tops
1128,yori top,34.00,Runway Bandits,"cropped to perfection, the",white,tops
1129,wygar dress,36.00,Runway Bandits,"no matter how well-curated you think your wardrobe is, it is still not complete without a basic swing dress and that’s where the",black,dress
1130,delyth blouse,34.00,Runway Bandits,embroidered blouse with flared bell sleeves.,white,tops
1131,delyth blouse,34.00,Runway Bandits,embroidered blouse with flared bell sleeves.,black,tops
1132,gelle blouse,36.00,Runway Bandits,"cut in a relaxed fit, the",white,tops
1133,quenton top,33.00,Runway Bandits,"at first glance, the versatile",black,tops
1134,kasa skirt,36.00,Runway Bandits,"to some, short skirts may just be a thing of the past, but for us who reside in warmer climates, these are pretty much a wardrobe essential. the",casper blue,skirts
1135,oella top,36.00,Runway Bandits,"made from lightweight polyester, the",white,tops
1136,oella top,36.00,Runway Bandits,"made from lightweight polyester, the",black,tops
1137,kasa skirt,36.00,Runway Bandits,"to some, short skirts may just be a thing of the past, but for us who reside in warmer climates, these are pretty much a wardrobe essential. the",light olive,skirts
1138,kasa skirt,36.00,Runway Bandits,"to some, short skirts may just be a thing of the past, but for us who reside in warmer climates, these are pretty much a wardrobe essential. the",chestnut rose,skirts
1139,gien jeans,34.00,Runway Bandits,online exclusive,midwash,bottoms
1140,fayette blouse,30.00,Runway Bandits,embroidered blouse with keyhole collar details and an asymmetrical hem.,white,tops
1141,chenoa skorts,36.00,Runway Bandits,"a stylishly functional hybrid of a pair of shorts and a skirt, the",white,shorts
1142,ziva top,34.00,Runway Bandits,"fully lined, the",black,tops
1143,chenoa skorts,36.00,Runway Bandits,"a stylishly functional hybrid of a pair of shorts and a skirt, the",black,shorts
1144,chenoa skorts,36.00,Runway Bandits,"a stylishly functional hybrid of a pair of shorts and a skirt, the",forest,shorts
1145,oson top,33.00,Runway Bandits,"a basic that will last you through seasons, the",black,tops
1146,gitte blouse,30.00,Runway Bandits,online exclusive,white,tops
1147,fylas blouse,32.00,Runway Bandits,online exclusive,vermilion,tops
1148,zane top,34.00,Runway Bandits,"tailored from structured cotton twill in an incredibly flattering a-line silhouette, the",periwinkle blue,tops
1149,edris pinafore,44.00,Runway Bandits,"nail that comfy, casual weekend look with the",lightwash,jumpsuits
1150,edris pinafore,44.00,Runway Bandits,"nail that comfy, casual weekend look with the",midwash,jumpsuits
1151,evesa skirt,38.00,Runway Bandits,"the perfect piece to finish off your two-piece ensemble, the",khaki green,skirts
1152,zane top,34.00,Runway Bandits,"tailored from structured cotton twill in an incredibly flattering a-line silhouette, the",black,tops
1153,lienne dress,45.00,Runway Bandits,"brides-to-be and bridesmaids-to-be alike, take note! the",blush,dress
1154,nistu dress,39.00,Runway Bandits,"business in front, party at the back – that is how we’d describe the",white,dress
1155,lienne dress,45.00,Runway Bandits,"brides-to-be and bridesmaids-to-be alike, take note! the",black,dress
1156,cabe shorts,36.00,Runway Bandits,"cut from high quality polyester, these high-waisted thigh-grazers are adorned with matte silver snap buttons along the waistband and discreet side pockets. the",black,shorts
1157,sato jeans,42.00,Runway Bandits,"meet your new best friend, the",darkwash,bottoms
1158,nadeen dress,44.00,Runway Bandits,"cut from quality midweight polyester, the",guava pink,dress
1159,finy cami,34.00,Runway Bandits,inspired by the chinese,white,tops
1160,nadeen dress,44.00,Runway Bandits,"cut from quality midweight polyester, the",fjord blue,dress
1161,nadeen dress,44.00,Runway Bandits,"cut from quality midweight polyester, the",olive,dress
1162,finy cami,34.00,Runway Bandits,inspired by the chinese,grey,tops
1163,orlyn dress,40.00,Runway Bandits,the,blush,dress
1164,lietta romper,40.00,Runway Bandits,"tailored from linen-like polyester, the",burnt orange,jumpsuits
1165,fitta skirt,36.00,Runway Bandits,"nothing compares to a pencil skirt when you are aiming for that confident girl boss look. highly versatile and flattering,",nude pink,skirts
1166,jesper shorts,35.00,Runway Bandits,the thigh-grazing length of the,navy,shorts
1167,gozel top,30.00,Runway Bandits,"designed in a structured a-line silhouette, the gozel top is a wardrobe staple that comes in a myriad of colours for every occasion. made from wrinkle-resistant polyester, this scoop-necked top features a delicately curved hem on the sides. wear it with some of your boldest prints for extra sartorial points.
*sale items are non-exchangeable, non-returnable, and non-refundable",mustard,tops
1168,geena jumpsuit,48.00,Runway Bandits,"belted around the waist for a highly flattering silhouette, geena is an elegant one-and-done piece that is great for last minute formal events. impeccably made, this jumpsuit features a classic v-neck bodice that flares out beautifully to a wide-leg silhouette while maintaining that cinched waist look. highlights include two handy pockets. pair it with pointed flats, as styled.
*sale items are non-exchangeable, non-returnable, and non-refundable",black,jumpsuits
1169,jesper shorts,35.00,Runway Bandits,the thigh-grazing length of the,merlot,shorts
1170,jesper shorts,35.00,Runway Bandits,the thigh-grazing length of the,black,shorts
1171,gozel top,30.00,Runway Bandits,"designed in a structured a-line silhouette, the gozel top is a wardrobe staple that comes in a myriad of colours for every occasion. made from wrinkle-resistant polyester, this scoop-necked top features a delicately curved hem on the sides. wear it with some of your boldest prints for extra sartorial points.",coral pink,tops
1172,woxit skirt,36.00,Runway Bandits,"turn heads with the woxit, a high-waisted a-line skirt embellished with a non-functional lace-up design on the side for that cool chic factor. the sweet-looking piece features a tiny slit right under the trendy lace-up detail that provides ease of movement and is finished with a concealed back zip.",forest,skirts
1173,woxit skirt,36.00,Runway Bandits,"turn heads with the woxit, a high-waisted a-line skirt embellished with a non-functional lace-up design on the side for that cool chic factor. the sweet-looking piece features a tiny slit right under the trendy lace-up detail that provides ease of movement and is finished with a concealed back zip.",navy,skirts
1174,odelia dress,42.00,Runway Bandits,there’s nothing quite as trendy and as fun as a dress that flares out to a playful fluted hem. the,fjord blue,dress
1175,otto dress,46.00,Runway Bandits,"cut from silky soft polyester in a way that sculpts and flatters without restricting movement, the",sky,dress
1176,odelia dress,42.00,Runway Bandits,there’s nothing quite as trendy and as fun as a dress that flares out to a playful fluted hem. the,olive,dress
1177,odelia dress,42.00,Runway Bandits,there’s nothing quite as trendy and as fun as a dress that flares out to a playful fluted hem. the,guava pink,dress
1178,ynola culottes,42.00,Runway Bandits,"tailored from silky smooth midweight polyester, the",light olive,bottoms
