,name,price,colour,description,about_me,brand,category
9187,ASOS DESIGN Eloise underwire body with bone & ring,55.58,Terracota,A little something for your lingerie drawer    Underwire support    Adjustable straps    Cut-out details     Thong cut    Press-stud fastening underneath,"           Lightweight mesh  Lace inserts   Gusset Liner: 100% Cotton, Lining: 100% Polyamide, Main: 90% Polyamide, 10% Elastane, Mesh: 84% Polyamide, 16% Elastane.",ASOS DESIGN,tops
9188,ASOS DESIGN double layer cami with asymmetric hem and open back,40.76,White,Current mood    Tiered design Square neck    Fixed straps Open back Asymmetric hem Regular fit Just select your usual size,           Soft woven fabric The kind that doesn't stretch  Main: 100% Polyester.,ASOS DESIGN,tops
9189,ASOS DESIGN long sleeve t-shirt in grunge tie dye wiith face motif,37.05,Multi,For your daytime thing Tie-dye finish Crew neck Long sleeves Regular fit Just select your usual size,           Go-with-everything jersey It's a soft all-rounder  Main: 100% Cotton.,ASOS DESIGN,tops
9190,Nobody's Child tie front blouse in poppy floral,48.17,Poppy floral,Add-to-bag potential: considerable V-neck Tie front Floral print Regular fit Just select your usual size,           Lightweight woven fabric The kind that doesn't stretch  Main: 100% Viscose.,Nobody's Child,tops
9191,Vestire pulp fiction glitter long sleeve top,164.89,Silver,It’s everything you’ve been scrolling for Tie neck Long sleeves Glitter finish Regular fit Just select your usual size,"           Lightweight woven fabric The kind that stretches  Body: 85% Nylon, 15% Lurex metallic fibre.",Vestire,tops
9192,New Look lettuce edge ribbed long sleeve top in white,14.8,White,Team with jeans and you're good to go Crew neck Lettuce trims Regular fit Just select your usual size,"           Ribbed jersey It's got a little give Main: 97% Cotton, 3% Elastane.",New Look,tops
9193,Monki zip neck long sleeve top in black,27.79,Black,Part of our responsible edit Ribbed finish High neck Half-zip fastening Long sleeves Regular fit Just select your usual size,"           Stretch knit Made with organic cotton Grown with less water and no pesticides It's a win-win, improving the environment for both wildlife and cotton farmers Main: 95% Organic Cotton, 5% Elastane.",Monki,tops
9194,River Island body with embellished shoulders in black,59.29,Black,Not just any body    Scoop neck Embellished shoulders Brief cut Bodycon fit A tight cut to the body,"           Lightweight woven fabric The kind that stretches  Main: 78% Viscose, 19% Polyamide, 3% Elastane.",River Island,tops
9195,ASOS DESIGN t-shirt with heart and kisses motif,18.53,White,Add it to your everyday line-up    Crew neck Motif to chest Regular fit Just select your usual size,           Soft jersey We partner with the Better Cotton Initiative to improve cotton farming globally This makes it better for farmers and the environment BCI provides farming-practice training It promotes things like water efficiency and reducing the most harmful chemicals Main: 100% Cotton.,ASOS DESIGN,tops
9196,Wednesday's Girl crop t-shirt in ditsy floral mesh co-ord,25.94,Black floral,Part of a co-ord set Mix and match Partially lined Floral print Short sleeves Cropped length Regular fit Just select your usual size Exclusive to ASOS,           Fine mesh For those see-through vibes  Body: 100% Polyester.,Wednesday's Girl,tops
9197,ASOS DESIGN oversized hoodie in white,37.05,White,For your daytime thing Drawstring hood    Over-the-head style    Ribbed trims Oversized fit More room for activities,"           Soft sweatshirt fabric Style and comfort – it's a lifestyle Main: 100% Cotton, Trim: 95% Cotton, 5% Elastane.",ASOS DESIGN,tops
9198,Y.A.S Tall wrap body with long sleeves in black,55.58,Black,No more tucking your top back into your jeans all day long Plunge neck    Wrap front Thong cut Slim fit A narrow cut to the sleeves and chest,"           Non-stretch crepe Lightly wrinkled fabric For a hint of texture Body: 95% Polyester, 5% Elastane.",Y.A.S,tops
9199,ASOS DESIGN Petite top in rib with full length zip with long sleeve,33.35,Black,For your daytime thing    V-neck    Long sleeves    Zip front    Cropped length Regular fit Just select your usual size,"           Lightweight knit Soft-touch style   Main: 96% Viscose, 4% Elastane.",ASOS DESIGN,tops
9200,ASOS DESIGN Maternity long sleeve plunge top with tie waist in satin,59.29,Black,For that thing you have to go to    V-neck    Flared sleeves    Wrap front Tie waist Regular fit Designed to fit through all stages of pregnancy,           Satin-style fabric Silky and super smooth Main: 100% Polyester.,ASOS DESIGN,tops
9201,Fashion Union plus button down blouse with puff sleeves and scallop collar,51.88,Ivory,Add it to your everyday line-up V-neck Scalloped collar Button placket Regular fit Just select your usual size,           Lightweight woven fabric The kind that doesn't stretch Body: 100% Polyester.,Fashion Union,tops
9202,Weekday oversized hoodie in black,37.05,Black,Part of our responsible edit Drawstring hood Dropped shoulders Pouch pockets Fitted trims Oversized fit Designed to look baggy,"           Soft sweatshirt fabrics Made with organic cotton Grown with less water and no pesticides It's a win-win, improving the environment for both wildlife and cotton farmers Main: 80% Cotton, 20% Polyester.",Weekday,tops
9203,ASOS DESIGN Maternity long sleeve shirt in stripe print,46.32,Multi,For your daytime thing    Spread collar    Button placket    Full-length sleeves with button cuffs Striped design Regular fit Designed to fit you from bump to baby,           Smooth woven fabric The kind that doesn't stretch  Main: 100% Polyester.,ASOS DESIGN Maternity,tops
9204,Santa Cruz Hando cropped hoodie with back print in black green Exclusive to ASOS,92.64,Black,"Cosy never looked so good Pullover style Drawstring hood Dropped shoulders Chest and back print Ribbed trims Cropped style Relaxed fit That slouchy, baggy feel Exclusive to ASOS","           Soft sweatshirt fabric Style and comfort – it's a lifestyle Main: 65% Polyester, 35% Cotton.",Santa Cruz,tops
9205,Boohoo high neck blouse with ruffle trim in red,33.35,Red,It's already got your attention High neck Ruffle inserts    Button-keyhole back Regular fit Just select your usual size,           Lightweight woven fabric The kind that doesn't stretch  Main: 100% Polyester.,boohoo,tops
9206,Vero Moda scoop neck long sleeved t-shirt in black,22.23,Black,Part of our responsible edit     Scoop neck    Long sleeves Cut longer than standard length Regular fit Just select your usual size,"           Soft jersey Made from organic cotton Grown with less water and no pesticides It's a win-win, improving the environment for both wildlife and cotton farmers Body: 95% Organic Cotton, 5% Elastane.",Vero Moda,tops
9207,PrettyLittleThing organza blouse with tie waist in black,40.76,Black,It's already got your attention Round neck Button placket Tie waist Volume sleeves    Regular fit Just select your usual size,"           Wafer-thin organza Sheer, smooth and crisp to touch Main: 100% Polyester.",PrettyLittleThing,tops
9208,Hollister crop top with ring detail,37.05,Red,For your daytime thing V-neck Cropped length Regular fit Just select your usual size,"           Lightweight, stretchy fabric Ribbed finish  Body: 65% Polyester, 31% Viscose, 4% Elastane.",Hollister,tops
9209,Wild Honey sheer shirt with balloon sleeves,48.17,Rose,Team with jeans and you're good to go    Point collar    Button placket    Chest pockets    Balloon sleeves Regular fit Just select your usual size Exclusive to ASOS,"           Wafer-thin organza Sheer, smooth and crisp to touch Body: 100% Polyester.",Wild Honey,tops
9210,Glamorous milkmaid top in soft faux leather,55.58,Light tan,Worth making plans for Square neck Puff sleeves Elasticated cuffs Button placket Regular fit Just select your usual size Exclusive to ASOS,"           Faux leather Let's be honest, no one can tell the difference  Body: 60% Polyurethane, 40% Polyester.",Glamorous,tops
9211,Weekday blouse in dark purple,55.58,Dark purple,For your daytime thing Minimal design Revere collar    Button placket    Regular fit Just select your usual size,           Lightweight viscose Soft and drapey Main: 100% Viscose.,Weekday,tops
9212,Boohoo exclusive v neck body in nude,18.53,Nude,Not just any body V-neck Long sleeves Ribbed finish    Close-cut bodycon fit Exclusive to ASOS,"           Go-with-everything jersey It's a soft all-rounder Main: 95% Polyester, 5% Elastane.",boohoo,tops
9213,Vero Moda Curve stripe longline belted shirt,52.8,Multi,"Yeah, we like this one, too Spread collar Button placket Striped design Tie waist Split sides Longline style Cut longer than standard length Regular fit",           Smooth woven fabric The kind that doesn't stretch  Body: 100% Polyester.,Vero Moda,tops
9214,ASOS DESIGN t-shirt with mesh sleeve,25.94,Black,For your daytime thing    Crew neck Mesh sleeves Plain design Regular fit Just select your usual size,           Go-with-everything jersey It's a soft all-rounder Fabric 2: 100% Polyester.,ASOS DESIGN,tops
9215,Missguided ribbed bodysuit with cut out detail and seatbelt in black,33.35,Black,Not just any body Round neck    Sleeveless style Cut-out panel Belted waist with secure buckle fastening Thong cut Bodycon fit A tight cut to the body,"           Go-with-everything jersey It's a soft all-rounder Main: 50% Polyester, 45% Cotton, 5% Elastane.",Missguided,tops
9216,Pimkie freedom sweat in white,33.33,White,Do sweat it Graphic to chest Crew neck Long sleeves Ribbed trims Regular fit Just select your usual size,"           Soft sweatshirt fabric Style and comfort - it's a lifestyle  Main: 69% Cotton, 31% Polyester.",Pimkie,tops
9217,PrettyLittleThing basic roll neck long sleeve body in black,22.23,Black,Roll-neck Plain design Keep it chill    Long sleeves    Bodycon fit Holds you close,"           Go-with-everything jersey It's a soft all-rounder  Main: 95% Viscose, 5% Elastane.",PrettyLittleThing,tops
9218,ASOS 4505 oversized crop tee with 4505 logo,29.64,White,For exercise or everyday wear    Crew neck4505 branding to chest Cropped length Oversized fit Designed to look baggy,"           Soft jersey T-shirt fabric, in other words Main: 100% Cotton.",ASOS 4505,tops
9219,Another Reason ruched front crop top with puff sleeves in stripe,46.32,Black & white stripe,For your daytime thing V-neck Puff sleeves Ruched front Regular fit Just select your usual size Exclusive to ASOS,"           Smooth, thick fabric The kind that stretches  Body: 98% Polyester, 2% Elastane.",Another Reason,tops
9220,Boohoo Petite exclusive high neck blouse with frill sleeve in blue,27.79,Blue,Worth making plans for High neck Frill sleeves Zip-back fastening Regular fit Just select your usual size,           Lightly textured woven fabric The kind that doesn't stretch  Main: 100% Polyester.,boohoo,tops
9221,Public Desire crop sweatshirt in tie dye co-ord,27.77,White tie dye,"Part of a co-ord set Joggers sold separately Tie-dye print Bardot neck Cropped length
Regular fit Just select your usual size",           Soft sweatshirt fabric Style and comfort – it's a lifestyle Main: 100% Cotton.,Public Desire,tops
9222,ASOS DESIGN square neck top with peplum hem in olive green,40.76,Olive green,Worth making plans for Square neck Lace-up front Long sleeves Cropped length Regular fit Just select your usual size,           Satin-style fabric Silky and super smooth  Main: 100% Polyester.,ASOS DESIGN,tops
9223,ASOS DESIGN balloon sleeve crop top with tie front in taffeta co-ord,59.29,Berry,Part of a co-ord set Trousers sold separately     Sweetheart neck Balloon sleeves    Tie front Regular fit Just select your usual size,,ASOS DESIGN,tops
9224,Saint Genies satin square neck crop top in ivory,29.64,Ivory,Worth making plans for Sweetheart neck Wide straps Faux button front Zip-through back Cropped style Slim fit A narrow cut to the chest,           Satin-style fabric Silky and super smooth Fabric: 100% Polyester.,Saint Genies,tops
9225,River Island scoop neck t-shirt with hot fix diamante in black,33.35,Black,Add it to your everyday line-up Scoop neck Faux-crystal embellishment    Regular fit Just select your usual size,           Lightweight jersey Ribbed finish  Body: 100% Cotton.,River Island,tops
9226,Vero Moda blouse with puff sleeve in blue check,70.4,Multi,Worth making plans for Checked design Puff sleeves Relaxed fit For a slouchy silhouette,"           Lightweight, woven fabric The kind that doesn't stretch  Body: 78% Lyocell, 22% Nylon.",Vero Moda,tops
9227,Fashion Union button front milkmaid top in floral,48.17,Dotty floral,For your daytime thing Floral print    Sweetheart neck Button placket    Tie cuffs    Cropped length Regular fit Just select your usual size,           Lightweight woven fabric The kind that doesn't stretch  Body: 100% Polyester.,Fashion Union,tops
9228,Rokoko Plus tie front blouse in multicoloured star print,48.17,Multi,Add-to-bag potential: considerable Star print V-neck Cross-over design Tie waist Long sleeves Cropped style Regular fit Just select your usual size,"           Stretch jersey A soft, versatile fabric Body: 95% Polyester, 5% Elastane.",Rokoko,tops
9229,Monki ribbed fitted polo top in black,46.32,Black,Part of our responsible edit Polo collar Button placket Slim fit Cut close to the body,"           Ribbed jersey  Monki partners with the Better Cotton Initiative to improve cotton farming globally  This makes it better for farmers and the environment BCI provides farming-practice training It promotes things like water efficiency and reducing the most harmful chemicals Main: 79% Viscose, 17% Polyester, 4% Elastane.",Monki,tops
9230,In The Style Plus x Laura Jade puff sleeve shirred frill top in blue floral,46.3,Multi,Designed in collaboration with Laura Jade     Square neck    Short sleeves Floral design     Cropped length Regular fit Just select your usual size,           Soft woven fabric The kind that doesn't stretch  Fabric: 100% Polyester.,In The Style Plus Laura Jade,tops
9231,Boohoo ribbed crop top with tie back in white,11.12,White,For your daytime thing    Square neck Cami straps Tie back Cropped length Regular fit Just select your usual size,"           Ribbed jersey For a textural switch-up  Main: 95% Polyester, 5% Elastane.",boohoo,tops
9232,ASOS DESIGN super oversized t-shirt with wash in white,25.94,White,One for your wardrobe Crew neck Plain design Oversized fit Designed to look baggy Part of the Eco Edit,"           Basic jersey We partner with the Better Cotton Initiative to improve cotton farming globally For the people who grow it and the environment, too Bet you thought we just made clothes, right? Main: 100% Cotton.",ASOS DESIGN,tops
9233,ASOS DESIGN wrap body with shirred cuff and open back in spot print in tobacco,46.32,Tobacco,"Not just any body Polka-dot print Wrap front and back Blouson sleeves Shirred, stretchy cuffs Thong cut Press-stud fastening underneath Relaxed fit Falls loosely over the body","           Soft, stretchy jersey Just like that T-shirt you've got   Main: 95% Viscose, 5% Elastane.",ASOS DESIGN,tops
9234,Missguided Playboy magazine print bodysuit with long sleeves in white,40.76,Multi,Not just any body Round neck    Long sleeves    Printed design Thong cut Bodycon fit A tight cut to the body,"           Go-with-everything jersey It's a soft all-rounder Main: 50% Polyester, 45% Cotton, 5% Elastane.",Missguided,tops
9235,Fred Perry taped tee,92.64,102 black,Add it to your everyday line-up Colour-block design Crew neck Branded taping Regular fit Just select your usual size,"           Soft jersey T-shirt fabric, in other words Main: 100% Cotton.",Fred Perry,tops
9236,In The Style x Laura Jade broderie strappy crop top in white,40.74,White,Designed in collaboration with Laura Jade    Square neck    Adjustable straps    Bow detail to back    Cropped length Regular fit Just select your usual size,"           Broderie anglaise Embroidered eyelet fabric It's a cute all-rounder  Fabric: 100% Cotton, Lining: 100% Polyester.",In The Style Laura Jade,tops
9237,Oasis satin blouse with high neck in yellow,66.7,Mid yellow,"If you didn't have plans, now you do Lightweight design High neck Button-keyhole back    Regular fit Just select your usual size",           Satin-style fabric Glossy on the surface Drapes like a dream Body: 100% Polyester.,Oasis,tops
9238,ASOS DESIGN cross over strap detail cami,46.32,Black,Worth making plans for Asymmetric neck Adjustable straps Regular fit True to size,           Lightweight woven fabric The kind that doesn't stretch  Main: 100% Polyester.,ASOS DESIGN,tops
9239,ASOS DESIGN knot front cami,29.64,Orange,Team with shorts and you're good to go V-neck Cami straps Tie front Regular fit Just select your usual size,           Lightweight woven fabric The kind that doesn't stretch Main: 100% Polyester.,ASOS DESIGN,tops
9240,ASOS DESIGN Petite notch front crop vest in white,14.82,White,Add it to your everyday line-up Scoop neck with notch detail Sleeveless style Cropped length Racer back Regular fit Just select your usual size,"           Everyday T-shirt fabric Basic in the best way Main: 94% Viscose, 6% Elastane.",ASOS DESIGN,tops
9241,Boohoo satin and mesh body with diamante detail in pink,40.76,Pink,Not just any body    Sweetheart neck    Mesh panel Diamante detailing Long sleeves Brief cut Slim fit Cut close to the body,"           Satin-style fabric Silky and super smooth Body: 96% Polyester, 4% Elastane.",boohoo,tops
9242,Violet Skye maxi kimono jacket with fringe sleeves and tassels in cream,176.01,Cream,For that holiday you haven't booked yet    Fixed hood Open front Tie waist with tassel details    Flared sleeves Fringe cuffs Maxi length Relaxed fit For a slouchy silhouette Exclusive to ASOS,           Pure cotton It's breathable and natural  Fabric: 100% Cotton.,Violet Skye,tops
9243,Missguided button through satin peplum blouse in black,33.35,Black,Add-to-bag potential: considerable V-neck Button placket Peplum hem Regular fit Just select your usual size,           Satin-style fabric Silky and super smooth Main: 100% Polyester.,Missguided,tops
9244,ASOS DESIGN Maternity turtle neck long sleeve top in stripe,25.94,White/black,Add it to your everyday line-up Turtle neck Long sleeves Regular fit Just select your usual size    Designed to fit through all stages of pregnancy,"           Go-with-everything jersey It's a soft all-rounder Main: 70% Cotton, 19% Polyester, 11% Elastane.",ASOS DESIGN,tops
9245,Ghost amina top with star embroidery,176.01,Star embroidery,Worth making plans for     Plunge neck    Long sleeves Button placket    Star embroidery    Regular fit Just select your usual size,           Lightweight viscose Soft and drapey Body: 100% Viscose.,Ghost,tops
9246,One Above Another ruched crop top with tie front in glitter fabric,44.46,Black embellishment,Add-to-bag potential: considerable Scoop neck Tie front Strappy design     Cropped length Slim fit Cut close to the body Exclusive to ASOS,"           Textured, metallic fabric The kind that stretches   Body: 95% Polyester, 5% Elastane.",One Above Another,tops
9247,Daisy Street relaxed t-shirt with rose graphic in organic cotton,27.77,White,Add-to-bag potential: considerable Crew neck Print to chest Short sleeves Relaxed fit For a slouchy silhouette,           Soft jersey The official term for 'T-shirt fabric' Body: 100% Cotton.,Daisy Street,tops
9248,Pretty Lavish milk maid top in black,77.81,Black,Current mood Square neck Elasticated bust and shoulders Ruffle trims Blouson sleeves Buttoned cuffs Regular fit Just select your usual size,           Glossy woven fabric Drapes like a dream,Pretty Lavish,tops
9249,Lipsy lace trim cami top in champagne,33.35,Champagne,Worth making plans for V-neck Lace trim Adjustable cami straps Regular fit Just select your usual size,"           Lightweight woven fabric The kind that doesn't stretch  Fabric: 100% Polyester, Lace: 77% Polyamide, 22% Viscose, 1% Polyester.",Lipsy,tops
9250,Boohoo basic one shoulder crop top in black rib,11.12,Black,For that thing you have to go to    Asymmetric neck Single long sleeve Cropped length Regular fit Just select your usual size,"           Go-with-everything jersey It's a soft all-rounder Main: 95% Polyester, 5% Elastane.",boohoo,tops
9251,We The Free by Free People Clarity t-shirt,59.29,Green,Add it to your everyday line-up Round neck Dropped shoulders Relaxed fit Think baggy and casual,"           Soft jersey T-shirt fabric, in other words Body: 100% Cotton.",Free People,tops
9252,Outrageous Fortune lace trim cami top in scarf print,37.05,Multi,It's already got your attention Mixed prints V-neck    Adjustable straps    Lace trim    Regular fit Just select your usual size,           Lightweight woven fabric The kind that doesn't stretch  Fabric: 100% Polyester.,Outrageous Fortune,tops
9253,ASOS DESIGN Maternity Halloween t-shirt with mom-ster motif,17.6,Black,Part of our responsible edit Crew neck    Slogan print Regular fit Designed to fit through all stages of pregnancy,"           Soft-touch jersey Made from organic cotton Grown with less water and no pesticides It's a win-win, improving the environment for both wildlife and cotton farmers Main: 100% Organic Cotton.",ASOS DESIGN,tops
9254,Missguided X Jordan Lipscombe high neck mesh bodysuit in grey snake,37.05,Grey,Collaboration with Jordan Lipscombe High neck    Long sleeves Thong cut Bodycon fit A tight cut to the body,"           Fine mesh For those see-through vibes  Main: 90% Polyester, 10% Elastane.",Missguided,tops
9255,ASOS DESIGN top with wrap off shoulder front in black,22.23,Black,For your daytime thing Bardot neck Long sleeves Regular fit Just select your usual size,"           Lightweight viscose Soft and stretchy  Main: 98% Viscose, 2% Elastane.",ASOS DESIGN,tops
9256,Tommy Jeans mock neck top,74.11,Classic white,For your daytime thing    High neck    Long sleeves Logo to chest Regular fit Just select your usual size,"           Everyday T-shirt fabric Basic in the best way Main: 63% Polyester, 33% Viscose, 4% Elastane.",Tommy Jeans Capsule,tops
9257,River Island t-shirt with embossed logo in white,51.88,White print,Add it to your everyday line-up Crew neck Print to chest Short sleeves Regular fit Just select your usual size,           Everyday T-shirt fabric Basic in the best way Main: 100% Cotton.,River Island,tops
9258,ASOS DESIGN cut out front crop top with clip and contrast binding in white,33.35,White,Add-to-bag potential: considerable Round neck with clip detail Long sleeves Cut-out front    Cropped length Regular fit Just select your usual size,"           Soft jersey T-shirt fabric, in other words Main: 95% Polyester, 5% Elastane.",ASOS DESIGN,tops
9259,PS Paul Smith cheetah embroidered sweatshirt,240.85,Grey,Add it to your everyday line-up Crew neck    Dropped shoulders    Embroidered detailing Ribbed trims Regular fit Just select your usual size,"           Soft sweatshirt fabric Style and comfort – it's a lifestyle Body: 84% Cotton, 16% Polyester.",PS Paul Smith,tops
9260,COLLUSION logo body with short sleeve,18.53,White,Not just any body Scoop neck Logo detail to chest Bodycon fit A tight cut to the body,"           Soft jersey T-shirt fabric, in other words Main: 97% Viscose, 3% Elastane.",COLLUSION,tops
9261,ASOS DESIGN oversized boyfriend t-shirt with roll sleeve in khaki,22.23,Khaki,Throw on and go     Crew neck    Rolled sleeves Relaxed fit For a slouchy silhouette,           Go-with-everything jersey It's a soft all-rounder Main: 100% Cotton.,ASOS DESIGN,tops
9262,ASOS DESIGN pleat front top with belt detail,55.58,Orange,Add-to-bag potential: considerable Square neck    Frill sleeves Tie waist Pleated front     Regular fit Just select your usual size,           Soft woven fabric The kind that doesn't stretch   Main: 100% Polyester.,ASOS DESIGN,tops
9263,ASOS WHITE long sleeved rib bodysuit,64.84,White,Not just any body Crew neck Long sleeves Thumb-hole cuffs Thong cut Regular fit Just select your usual size,"           Lightweight, ribbed knit Soft-touch style  Main: 65% Cotton, 34% Polyester, 1% Elastane.",ASOS WHITE,tops
9264,ASOS DESIGN long sleeve mesh body in mono psychedelic print,33.35,Mono,It’s everything you’ve been scrolling for High neck Geometric print Press-stud fastening underneath Bodycon fit A tight cut to the body,"           Fine mesh For those see-through vibes Main: 94% Polyester, 6% Elastane.",ASOS DESIGN,tops
9265,ASOS DESIGN satin plunge top with kimono sleeve and tie waist,62.99,Khaki,Worth making plans for     V-neck    Kimono sleeves Tie waist    Regular fit Just select your usual size,           Satin-style fabric Silky and super smooth Main: 100% Polyester.,ASOS DESIGN,tops
9266,Missguided Playboy magazine back graphic sweatshirt in lilac,51.88,Lilac,For your daytime thing Crew neck Dropped shoulders Long sleeves Printed design Ribbed cuffs and trims Relaxed fit For a slouchy silhouette,           Soft sweatshirt fabric For all-day cosiness  Main: 100% Polyester.,Missguided,tops
9267,Calvin Klein Jeans institutional logo sweatshirt,157.48,Beet red,Throw on and go Crew neck Long sleeves Embroidered logo to chest Ribbed trims Regular fit Just select your usual size,           Soft sweatshirt fabric A great chill-out partner Body: 100% Cotton.,Calvin Klein Jeans,tops
9268,ASOS DESIGN crop top with high neck and open back in black,14.82,Black,Add-to-bag potential: considerable High neck Open back Cropped design Bodycon fit A tight cut to the body,"           Lightweight viscose The kind that stretches  Main: 92% Viscose, 8% Elastane.",ASOS DESIGN,tops
9269,ASOS DESIGN boxy t-shirt in waffle with exposed seams,22.23,Khaki green,Add it to your everyday line-up Crew neck Exposed seams Short sleeves Boxy cut Regular fit Just pick your usual size,           Everyday T-shirt fabric Basic in the best way Main: 100% Cotton.,ASOS DESIGN,tops
9270,ASOS DESIGN Petite v-neck vest bodysuit in neon green,18.53,Neon green,Not just any body V-neck Scoop back Thong brief Bodycon fit A tight cut to the body,"           Lightweight woven fabric The kind the stretches  Fabric: 95% Viscose, 5% Elastane.",ASOS DESIGN Petite,tops
9271,PrettyLittleThing Petite bardot blouse with tie waist and shirred detail in cream dobby,46.32,Cream,For that thing you have to go to    Bardot neck    Long sleeves Tie waist Curved hem Regular fit Just select your usual size,"           Lightweight dobby-style fabric The kind that doesn't stretch  Lining: 100% Polyester, Main: 100% Polyester.",PrettyLittleThing Petite,tops
9272,ASOS DESIGN Tall t-shirt with mystical print in organic cotton,22.23,White,Part of our responsible edit Crew neck Printed design    Regular fit Just select your usual size,"           Soft-touch jersey Made from organic cotton Grown with less water and no pesticides It's a win-win, improving the environment for both wildlife and cotton farmers Main: 100% Cotton.",ASOS DESIGN,tops
9273,ASOS 4505 plunge panelled vest in high shine,37.05,Black,"Activewear, but make it fashion Plunge neck Racer back Mesh omsert Cropped cut Regular fit Just select your usual size","           Smooth fabric The kind that stretches  Fabric 1: 92% Polyamide, 8% Elastane, Fabric 2: 93% Polyester, 7% Elastane.",ASOS 4505,tops
9274,ASOS DESIGN asymmetric one shoulder bodysuit in white,22.23,White,No more tucking your top back into your jeans all day long One-shoulder neck Strap detail Thong cut Bodycon fit A tight cut to the body,"           Soft jersey T-shirt fabric, in other words Main: 96% Viscose, 4% Elastane.",ASOS DESIGN,tops
9275,The Girlcode suedette tie detail crop top in black,64.84,Black,Add-to-bag potential: considerable Round neck Long sleeves Cross-over front Tie fastening Cropped design    Regular fit Just select your usual size,"           Faux suede Let's be honest, no one can tell the difference Shell: 96% Polyester, 4% Elastane.",The Girlcode,tops
9276,ASOS DESIGN jersey beach sweatshirt with 'heartbreaker' slogan in neon,29.64,Washed neon green,Which way to the beach?    Off-shoulder design Heartbreaker print Super-cropped length Regular fit Just select your usual size,"           Lightweight sweatshirt fabric Soft-touch style Main: 72% Polyester, 28% Cotton.",ASOS DESIGN,tops
9277,Santa Cruz Heart Dot Tee in white,44.46,White,Add it to your everyday line-up Crew neck Chest and back print Regular fit Just select your usual size,           Go-with-everything jersey It's a soft all-rounder Main: 100% Cotton.,Santa Cruz,tops
9278,Vero Moda Aware t-shirt in brown stripe,27.79,Tortoise shell,Part of our responsible edit Crew neck Short sleeves Regular fit Just select your usual size,"           Everyday T-shirt fabric Lightweight, soft Tencel™ Lyocell It's made from wood pulp from responsibly managed forests From water to waste, the process lowers environmental impact Body: 95% Lycra elastane, 5% Elastane.",Vero Moda,tops
9279,New Look zip detail teddy fleece in grey,37.04,Grey,Throw on and go High neck Zip placket Long sleeves Regular fit Just select your usual size,"           Soft, cosy fleece Warm fabric with a fuzzy texture Main: 100% Polyester.",New Look,tops
9280,Sixth June long sleeve crop top with drawstring waist in soft rib co-ord,48.17,Black rib,Part of a co-ord set Bottoms sold separately High neck     Cropped cut Drawstring hem Regular fit Just select your usual size,"           Ribbed jersey  Soft-touch style   Body: 95% Cotton, 5% Spandex.",Sixth June,tops
9281,ASOS DESIGN Everly lace padded balconette underwire body,55.58,Lilac,Not just any body    Padded cups    Underwire support    Adjustable straps    Hook-and-eye closure    Thong cut    Press-stud fastening underneath,"           Delicate lace For those ultra-fem vibes Gusset Liner: 100% Cotton, Main: 85% Polyamide, 15% Elastane, Mesh: 90% Polyester, 10% Elastane.",ASOS DESIGN,tops
9282,adidas Originals adicolor cropped hoodie in white,70.4,White,Part of our responsible edit    Drawstring hood    Dropped shoulders    adidas Trefoil and 3-Stripe logos Fitted trims Cropped style    Relaxed fit For slouching around,           Soft-touch sweatshirt fabricadidas partners with the Better Cotton Initiative to improve cotton farming globally This makes it better for farmers and the environment BCI provides farming-practice training It promotes things like water efficiency and reducing the most harmful chemicals Body: 100% Cotton.,adidas,tops
9283,Fashionkilla Plus cropped zip through velvet hoody in navy,32.42,Navy,Throw on and go    Fixed hood    Zip fastening    Cropped length Regular fit Just select your usual size Exclusive to ASOS,"           Soft, velvet-feel velour Big in the 00s, better now Fabric: 95% Polyester, 5% Elastane.",Fashionkilla Plus,tops
9284,ASOS DESIGN Curve sleeveless top with ruffle in ditsy print,22.23,Multi,For your daytime thing Crew neck Ruffle trims Regular fit Just select your usual size,"           Soft jersey T-shirt fabric, in other words Main: 100% Cotton.",ASOS DESIGN,tops
9285,AllSaints esme shimmer stripe roll neck top,107.46,Khaki black,Add-to-bag potential: considerable Striped design High neck Metallic detail    Regular fit Just select your usual size,           Lightweight jersey Ribbed finish  Main: 100% Cotton.,AllSaints,tops
9286,Puma Essentials black cropped logo t-shirt,20.38,Cotton black,For your daytime thing Crew neck Short sleeves Branded design Cropped length Regular fit Just select your usual size,"           Soft jersey T-shirt fabric, in other words Main: 100% Cotton.",PUMA,tops
9287,New Look puff sleeve shirt in white,33.33,White,It’s everything you’ve been scrolling for Spread collar Button placket Puff sleeves Regular fit Just select your usual size Exclusive to ASOS,"           Soft cotton It's light and breathable Main: 97% Cotton, 3% Elastane.",New Look,tops
9288,New Look wrap frill blouse in white,37.04,Antique white,The sweetest thing Jacquard spot pattern Plunge neck Wrap design Elasticated waist Regular fit Just select your usual size Exclusive to ASOS,"           Lightweight, woven fabric The kind that doesn't stretch  Main: 100% Polyester.",New Look,tops
9289,Rare London plunge sequin detail bodysuit,64.84,Black,"If in doubt, go all out Plunge neck Racer back    Close-cut bodycon fit","           Sequin-embellished mesh The kind that stretches  Fabric: 100% Polyester, Fabric 1: 95% Polyester, 5% Elastane, Lining: 100% Polyester.",Rare,tops
