web-scraper-order,web-scraper-start-url,link,link-href,title,brand,price,description,material,colour,category
"1573767854-17099","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","ZALORA ACTIVETwist Front Crop Yoga TopS$ 19.90International Sizes:XSSMLXL","https://www.zalora.sg/zalora-active-twist-front-crop-yoga-top-pink-1100412.html","Twist Front Crop Yoga Top","ZALORA ACTIVE","S$ 19.90","- Solid toned crop top with front twist
- Crew neckline
- Unlined
- Regular fit
- Polyblend","95% Polyester 5% Spandex","Coral","Tops"
"1573744108-11887","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","Cotton OnAsh Crop Tank TopS$ 14.99International Sizes:M","https://www.zalora.sg/cotton-on-ash-crop-tank-top-black-1242965.html","Ash Crop Tank Top","Cotton On","S$ 14.99","- Solid toned sleeveless crop top
- Scoop neckline
- Unlined
- Regular fit
- Cotton blend
- Model wears an S and is 175cm tall","95% Cotton, 5% Elastane","Black","Tops"
"1573773837-17773","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","10% OFFWAREHOUSEBroderie Side Frill ShirtS$ 89.00NOW S$ 79.90UK Sizes:681214","https://www.zalora.sg/warehouse-broderie-side-frill-shirt-white-1211423.html","Broderie Side Frill Shirt","WAREHOUSE","S$ 89.00","- Solid tone long sleeve top broderie anglaise
- Unlined
- Stand collar neckline
- Regular fit
- Front button closure
- Cotton
- Model wears a UK 8 and is 173cm tall","MAIN: 100% Cotton","White","Tops"
"1573757791-15395","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","45% OFFL'urvWith The Crew Tank TopS$ 61.90NOW S$ 33.90International Sizes:L","https://www.zalora.sg/l-urv-with-the-crew-tank-top-pink-1032684.html","With The Crew Tank Top","L'urv","S$ 61.90","- Contrast trims training tank top
- Round neckline
- Regular fit
- Cotton
- Model wears an S and is 170cm tall","Cotton","Dusty Rose","Tops"
"1573751773-13939","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","50% OFFA-IN GIRLSFashion Striped Lapel SweaterS$ 152.00NOW S$ 76.00International Sizes:MLXL","https://www.zalora.sg/a-in-girls-fashion-striped-lapel-sweater-beige-1298882.html","Fashion Striped Lapel Sweater","A-IN GIRLS","S$ 152.00","The Latest Korean Fashion Hot Selection 
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier","49% Viscose, 30.5% Polyester, 20.5% Nylon","beige","null"
"1573757448-15321","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","ESPRITBlouses woven long sleeveS$ 79.95International Sizes:XXSXSS","https://www.zalora.sg/esprit-blouses-woven-long-sleeve-white-1226297.html","Blouses woven long sleeve","ESPRIT","S$ 79.95","- Checkered print pocket detail blouse
- Sizing runs one size larger
- V neckline
- Unlined
- Regular fit
- Front button fastening
- 2 chest pockets
- Cotton
- Model wears an S and is 175cm tall","100% COTTON,","OFF WHITE","Tops"
"1573758307-15505","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","40% OFFZALORAContrast Stripe Sleeveless TopS$ 24.90NOW S$ 15.00International Sizes:XSSMLXL","https://www.zalora.sg/zalora-contrast-stripe-sleeveless-top-black-green-1092087.html","Contrast Stripe Sleeveless Top","ZALORA","S$ 24.90","- Contrast stripe top with cut out detail
- V-neckline
- Unlined
- Regular fit
- Slip on
- Polyester","100% Polyester","Green/Black","Tops"
"1573749351-13289","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","KENZOKENZO TIGER T-SHIRT.S$ 180.00International Sizes:XSSMLXL","https://www.zalora.sg/kenzo-kenzo-tiger-t-shirt-white-1291954.html","KENZO TIGER T-SHIRT.","KENZO","S$ 180.00","- 100% Cotton
- Signature tiger print
- Round neck
- Straight cut
- Fabric designer label","COTTON","WHITE","Tops"
"1573782309-18646","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","56% OFFFree PeoplePrinted Lolita TopS$ 149.90NOW S$ 65.90International Sizes:XSSML","https://www.zalora.sg/free-people-printed-lolita-top-red-1231609.html","Printed Lolita Top","Free People","S$ 149.90","- Cropped top with smock detailing
- Square neckline
- Regular fit
- Self tie chest closure
- Slip on style
- Polyester
- Model wears an S and is 173cm tall","100% Polyester","Red","Tops"
"1573750036-13473","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","45% OFFTussahRowan Knit TopS$ 71.90NOW S$ 39.90Available in several sizes","https://www.zalora.sg/tussah-rowan-knit-top-black-1178562.html","Rowan Knit Top","Tussah","S$ 71.90","- Solid tone ribbed long sleeve top
- Unlined
- Turtle neckline
- Slim fit
- Acrylic blend
- Model wears a size AUS 8 and is 173cm tall","55% Acrylic, 45% Cotton","Black","null"
"1573782955-18720","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","30% OFFCalvin KleinAd-Calvin Slim Long Sleeve T-shirt - Calvin Klein JeansS$ 139.00NOW S$ 97.00International Sizes:XSSMLXL","https://www.zalora.sg/calvin-klein-ad-calvin-slim-long-sleeve-t-shirt-calvin-klein-jeans-white-1231249.html","Ad-Calvin Slim Long Sleeve T-shirt - Calvin Klein Jeans","Calvin Klein","S$ 139.00","- Metallic brand print t-shirt
- Round neckline
- Unlined
- Slim fit
- Slip on style
- Cotton blend
- Model wears an S and is 173cm tall","95% Cotton, 5% Elastane","Bright White","Tops"
"1573763206-16459","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","29% OFFSomething BorrowedGraphic TeeS$ 22.90NOW S$ 16.20International Sizes:XSSMLXL","https://www.zalora.sg/something-borrowed-graphic-tee-white-1138499.html","Graphic Tee","Something Borrowed","S$ 22.90","- Solid tone top with statement print
- Round neckline
- Regular fit
- Slip on style
- Polyester blend","65% Polyester 35% Cotton","Off White","Tops"
"1573780730-18470","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","55% OFFSomething BorrowedFlare Sleeve Wrap Trim TopS$ 32.90NOW S$ 14.90International Sizes:XSSMLXL","https://www.zalora.sg/something-borrowed-flare-sleeve-wrap-trim-top-black-1083295.html","Flare Sleeve Wrap Trim Top","Something Borrowed","S$ 32.90","- Solid hue top with tassels
- V neckline
- Unlined
- Regular fit
- Button fastening
- Rayon blend","100% Polyester Woven","Black","Tops"
"1573763661-16532","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","13% OFFPETRAEvelyn TopS$ 46.90NOW S$ 40.90International Sizes:XS/SM/LXL/XXL","https://www.zalora.sg/petra-evelyn-top-pink-1197993.html","Evelyn Top","PETRA","S$ 46.90","- Blouse with floral Peter Pan collar
- Collared neckline
- Regular fit
- Rear zip fastening
- Cotton
- Model wears an S and is 174cm tall","100% Cotton","Pink","Tops"
"1573770524-17405","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","52% OFFGAPSlub Puff Sleeve BlouseS$ 47.90NOW S$ 22.90International Sizes:XSSMLXL","https://www.zalora.sg/gap-slub-puff-sleeve-blouse-pink-1165089.html","Slub Puff Sleeve Blouse","GAP","S$ 47.90","- Solid tone puff sleeves detail top
- Round neckline
- Regular fit
- Cotton
- Model wears an S and is 176cm tall","100% Cotton","Pink","Tops"
"1573745457-12279","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","PomeloMixed Buttons Ribbed Blouse - BlackS$ 34.00International Sizes:XSSM","https://www.zalora.sg/pomelo-mixed-buttons-ribbed-blouse-black-black-1244359.html","Mixed Buttons Ribbed Blouse - Black","Pomelo","S$ 34.00","- Cotton
 - Ribbed texture throughout
 - Includes a buttoned opening
 - V-neckline
 - Fit and flare silhouetteThe Model has height: 177 cm and Bust / Waist / Hips: 79-61-90 cm. 
 She is wearing a size S. 
 This item is in Pomelo measurement, please refer to the sizing details to find your size.","100% Cotton","Black","Tops"
"1573742534-11427","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","New BalanceNB Heathertech TeeS$ 39.00International Sizes:L","https://www.zalora.sg/new-balance-nb-heathertech-tee-white-1122561.html","NB Heathertech Tee","New Balance","S$ 39.00","- Melange brand logo tee
- Round neckline
- Regular fit
- Cotton blend
- Model wears an S and is 174cm tall","60% Cotton, 40% Polyester","White","Tops"
"1573749098-13221","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","14% OFFJunarosePlus Size Izakila Long Sleeve ShirtS$ 79.00NOW S$ 67.90EU Sizes:44464852","https://www.zalora.sg/junarose-plus-size-izakila-long-sleeve-shirt-black-1231846.html","Plus Size Izakila Long Sleeve Shirt","Junarose","S$ 79.00","- Leaf print flowy shirt 
- Standard collared neckline
- Unlined
- Regular fit
- Button fastening
- Polyester
- Model wears a size 46 and is 172cm tall","100% Polyester","Black","null"
"1573766028-16886","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","PomeloPleated Oversize Top - BrownS$ 24.00International Sizes:XSSML","https://www.zalora.sg/pomelo-pleated-oversize-top-brown-brown-1203565.html","Pleated Oversize Top - Brown","Pomelo","S$ 24.00","- Polyester
 - Fits loosely on the body
 - Includes a zipped back closureThe Model has height: 175 cm and Bust / Waist / Hips: 80-58-89 cm. 
 She is wearing a size S. 
 This item is in Pomelo measurement, please refer to the sizing details to find your size.","100% Polyester","Brown","Tops"
"1573777098-18078","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","37% OFFsuperdownBrenna Satin Halter top(Revolve)S$ 54.00NOW S$ 34.00International Sizes:SM","https://www.zalora.sg/superdown-brenna-satin-halter-top-revolve-1088122.html","Brenna Satin Halter top(Revolve)","superdown","S$ 54.00","95% poly 5% spandexHand wash coldHalter neck with tie closureElasticized back detail","Blend","Blush","Tops"
"1573764555-16677","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","7% OFFGAPWestern ShirtS$ 87.90NOW S$ 81.90International Sizes:XSSMXL","https://www.zalora.sg/gap-western-shirt-blue-1214011.html","Western Shirt","GAP","S$ 87.90","- Solid tone plain denim shirt
- Shirt collar
- Regular fit
- Front button fastening
- 2 pockets
- Cotton
- Model wears an S and is 175cm tall","100% Cotton","Medium Indigo","Tops"
"1573744493-11997","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","Forever NewElaina Flutter Short Sleeve TopS$ 69.99AUS Sizes:4612","https://www.zalora.sg/forever-new-elaina-flutter-short-sleeve-top-white-1282038.html","Elaina Flutter Short Sleeve Top","Forever New","S$ 69.99","Accented with elegant flutter sleeves, this semi-sheer black top is en effortless office choice. Style yours with a pencil skirt and court heels for a chic workwear look.Size runs large. Please choose one size down
from your usual size. 
Product features- Relaxed fit
- Semi-sheer woven fabrication
- Flutter sleeves
- V-neckline
- Statement plaque detail
- Lined","100% Polyester","Porcelain","Tops"
"1573749461-13318","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","LacosteWomen's Lacoste Relax Fit Flowing Stretch Cotton Piqué Soft Polo ShirtS$ 159.00US Sizes:XSSMLXL","https://www.zalora.sg/lacoste-women-s-lacoste-relax-fit-flowing-stretch-cotton-pique-soft-polo-shirt-white-1256772.html","Women's Lacoste Relax Fit Flowing Stretch Cotton Piqué Soft Polo Shirt","Lacoste","S$ 159.00","Flowing unicolor stretch Lyocell and cotton piqué, Ribbed polo collar with long button placket, Relax fit, Slits on sides","COLLAR AND CUFFS:66% LYOCELL 33% COTTON 1% ELASTANE /SHELL:65% LYOCELL 32% COTTON 3% ELASTANE","WHITE - 001","Tops"
"1573777959-18169","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","54% OFFBanana RepublicPleat Back Crew Neck BlouseS$ 95.90NOW S$ 43.90International Sizes:XXSXSS","https://www.zalora.sg/banana-republic-pleat-back-crew-neck-blouse-pink-1214094.html","Pleat Back Crew Neck Blouse","Banana Republic","S$ 95.90","- Solid tone dolman sleeve sheer flowy top
- Round neckline
- Unlined
- Regular fit
- Slip on style
- Polyester
- Model wears an S and is 174cm tall","100% Polyester","Royal Fuchsia","Tops"
"1573767328-17036","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","20% OFFLondon RagOmbre Long Denim ShirtS$ 75.00NOW S$ 60.00International Sizes:XSSMLXL","https://www.zalora.sg/london-rag-ombre-long-denim-shirt-blue-1169738.html","Ombre Long Denim Shirt","London Rag","S$ 75.00","- Regular fit  
- Button fastening 
- 2 pockets 
- Long Sleeves
- CL7560","null","Jeans Blue","Tops"
"1573744833-12098","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","PomeloAsymmetrical Floral Button Up Shirt - WhiteS$ 34.00Available in several sizes","https://www.zalora.sg/pomelo-asymmetrical-floral-button-up-shirt-white-white-1251652.html","Asymmetrical Floral Button Up Shirt - White","Pomelo","S$ 34.00","- Polyester
 - Features an asymmetrical hemline design
 - Includes a button up placket
 - Abstract floral print
 - Fits loosely on the bodyThe Model has height: 174 cm and Bust / Waist / Hips: 81-58-89 cm. 
 She is wearing a size S. 
 This item is in Pomelo measurement, please refer to the sizing details to find your size.","100% Polyester","White","Tops"
"1573769459-17284","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","6% OFFFOREVER 21Black Choker Neck TopS$ 35.00NOW S$ 32.90International Sizes:SML","https://www.zalora.sg/forever-21-black-choker-neck-top-black-1244163.html","Black Choker Neck Top","FOREVER 21","S$ 35.00","- Solid tone textured choker style top
- V neckline
- Unlined
- Regular fit
- Back button fastening
- Polyester","100% Polyester","Black","Tops"
"1573772934-17675","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","40% OFFDorothy PerkinsPetite Khaki Toile De Jouy TopS$ 59.90NOW S$ 35.90UK Sizes:681214","https://www.zalora.sg/dorothy-perkins-petite-khaki-toile-de-jouy-top-green-1087787.html","Petite Khaki Toile De Jouy Top","Dorothy Perkins","S$ 59.90","- Leaf printed top
- V neckline
- Unlined
- Regular fit
- Viscose
- Model wears a UK 8 and is 170cm tall","100% Viscose","Dark Green","Tops"
"1573777374-18108","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","45% OFFDorothy PerkinsGrey Sequin Trim TeeS$ 63.90NOW S$ 34.90UK Sizes:681012","https://www.zalora.sg/dorothy-perkins-grey-sequin-trim-tee-grey-1150948.html","Grey Sequin Trim Tee","Dorothy Perkins","S$ 63.90","- Solid-tone T-shirt with embellished shoulder
- Unlined
- Boat neckline
- Regular fit
- Polyester
- Model wears a UK 8 and is 178cm tall","100% Polyester","Grey","null"
"1573768654-17191","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","New BalanceSport Style Optiks Repeat TeeS$ 39.00International Sizes:XSSL","https://www.zalora.sg/new-balance-sport-style-optiks-repeat-tee-white-1108051.html","Sport Style Optiks Repeat Tee","New Balance","S$ 39.00","- Gradient brand print t-shirt
- Round neckline
- Unlined
- Regular fit
- Slip on style
- Cotton
- Model wears an S and is 175cm tall","100% Cotton","White","Tops"
"1573782524-18671","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","10% OFFJACQUELINE DE YONGChicago Short Sleeve Print T-ShirtS$ 19.00NOW S$ 17.10International Sizes:XSSMLXL","https://www.zalora.sg/jacqueline-de-yong-chicago-short-sleeve-print-t-shirt-pink-1248468.html","Chicago Short Sleeve Print T-Shirt","JACQUELINE DE YONG","S$ 19.00","- Solid tone heart embroidered tee
- Crew neckline
- Unlined
- Slim fit
- Slip on style
- Cotton
- Model wears an S and is 175cm tall","100% Cotton","Nostalgia Rose/Heart Patch Emb","Tops"
"1573753656-14436","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","18% OFFMangoTie-Dye BlouseS$ 55.90NOW S$ 45.90International Sizes:SML","https://www.zalora.sg/mango-tie-dye-blouse-brown-1156495.html","Tie-Dye Blouse","Mango","S$ 55.90","- Flowy top with tie-dye print
- Sizing runs one size larger
- Round neckline
- Regular fit
- Front button fastening
- 1 chest pocket
- Sleeveless
- Polyester","100% Polyester","Light Pastel Brown","Tops"
"1573743316-11652","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","45% OFFTokichoiOff Shoulder Striped TopS$ 39.90NOW S$ 21.90International Sizes:SML","https://www.zalora.sg/tokichoi-off-shoulder-striped-top-brown-1130725.html","Off Shoulder Striped Top","Tokichoi","S$ 39.90","- Stripe print off shoulder top
- Off shoulder neckline
- Unlined
- Relaxed fit
- Slip on style
- Cotton blend","65% Cotton, 35%Polyester","Light Brown/White","Tops"
"1573743396-11675","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","30% OFFMangoLinen T-ShirtS$ 35.90NOW S$ 25.00International Sizes:SML","https://www.zalora.sg/mango-linen-t-shirt-white-1039562.html","Linen T-Shirt","Mango","S$ 35.90","- V-neck linen tee
- Sizing runs one size larger
- V neckline
- Unlined
- Regular fit
- Slip on style
- Linen","Linen","Natural White","Tops"
"1573754817-14720","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","50% OFFDorothy PerkinsIvory Tie Front ShirtS$ 59.90NOW S$ 30.00UK Sizes:10121416","https://www.zalora.sg/dorothy-perkins-ivory-tie-front-shirt-white-1182903.html","Ivory Tie Front Shirt","Dorothy Perkins","S$ 59.90","- Blouse with pocket detail
- Shirt collar
- Regular fit
- Front button fastening
- Self-tie waist closure
- Polyester
- Model wears a UK 8 and is 178cm tall","100% Polyester","CREAM","Tops"
"1573745229-12217","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","46% OFFMangoWrap Bow T-ShirtS$ 45.90NOW S$ 24.90International Sizes:SL","https://www.zalora.sg/mango-wrap-bow-t-shirt-black-1045121.html","Wrap Bow T-Shirt","Mango","S$ 45.90","- Solid shade bow wrap top
- Sizing runs one size larger
- Wrap neckline
- Unlined
- Regular fit
- Self tie fastening
- Polyblend","96% Polyester, 4% Elastane","Black","Tops"
"1573778300-18206","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","17% OFFNikeNike Dri-FIT Women's Graphic Running TopS$ 49.00NOW S$ 40.90International Sizes:L","https://www.zalora.sg/nike-nike-dri-fit-women-s-graphic-running-top-green-1110822.html","Nike Dri-FIT Women's Graphic Running Top","Nike","S$ 49.00","- Best for running
- Logo print sleeveless running top
- Unlined
- Crew neckline
- Regular fit
- Dri-FIT technology combines sweat-wicking fabric with a nonrestrictive fit
- Split back panel vent is mesh-backed for added ventilation
- Polyester","100% Polyester","Jade Horizon/Bright Crimson","Tops"
"1573769374-17274","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","43% OFFMISSGUIDEDEyelash Lace Panel Crop TopS$ 59.90NOW S$ 33.90UK Sizes:4681012","https://www.zalora.sg/missguided-eyelash-lace-panel-crop-top-black-1239259.html","Eyelash Lace Panel Crop Top","MISSGUIDED","S$ 59.90","- Cut out detail lace crop top
- Choker neckline
- Unlined
- Regular fit
- Button and zip fastening
- Polyester
- Model wears a UK 8 and is 173cm tall","100% Polyester","Black","Tops"
"1573755673-14919","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","10% OFFOBEYNovel Obey T-ShirtS$ 59.00NOW S$ 52.90International Sizes:XSSML","https://www.zalora.sg/obey-novel-obey-t-shirt-pink-1177273.html","Novel Obey T-Shirt","OBEY","S$ 59.00","- Brand logo tee
- Round neckline
- Regular fit
- Cotton
- Model wears an S and is 172cm tall","100% Cotton","Deep Rose","Tops"
"1573764247-16627","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","65% OFFJunarosePlus Size Izally BlouseS$ 79.00NOW S$ 27.90EU Sizes:4250","https://www.zalora.sg/junarose-plus-size-izally-blouse-blue-1091200.html","Plus Size Izally Blouse","Junarose","S$ 79.00","- Polka dot print textured top
- Round neckline
- Unlined
- Regular fit
- Teardrop button fastening
- Viscose
- Model wears a size 46 and is 170cm tall","100% Viscose","Copen Blue/Aop","null"
"1573750255-13533","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","PomeloMixed Buttons Ribbed Blouse - WhiteS$ 34.00Available in several sizes","https://www.zalora.sg/pomelo-mixed-buttons-ribbed-blouse-white-white-1243405.html","Mixed Buttons Ribbed Blouse - White","Pomelo","S$ 34.00","- Cotton
 - Ribbed texture throughout
 - Includes a buttoned opening
 - V-neckline
 - Fit and flare silhouetteThe Model has height: 178 cm and Bust / Waist / Hips: 79-63-89 cm. 
 She is wearing a size S. 
 This item is in Pomelo measurement, please refer to the sizing details to find your size.","100% Cotton","White","Tops"
"1573754290-14596","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","40% OFFDorothy PerkinsDP Plus Size Navy ShirtS$ 69.90NOW S$ 42.00UK Sizes:1820222426","https://www.zalora.sg/dorothy-perkins-dp-plus-size-navy-shirt-navy-1203854.html","DP Plus Size Navy Shirt","Dorothy Perkins","S$ 69.90","- Solid tone 3/4 sleeve top with button detail
- Unlined
- V neckline
- Regular fit
- Polyester
- Model wears a UK 18 and is 172cm tall","100% Polyester","Navy Blue","null"
"1573755841-14956","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","MangoFringed TopS$ 59.90International Sizes:SML","https://www.zalora.sg/mango-fringed-top-blue-1252165.html","Fringed Top","Mango","S$ 59.90","- Ful-fringed sleeveless crop top
- Sizing runs one size larger
- Round neckline
- Regular fit
- Lined
- Slip on style
- Polyester
- Model wears an S and is 173cm tall","100% Polyester","Medium Blue","Tops"
"1573773250-17711","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","TOPSHOPBlack Weekend T-ShirtS$ 23.90International Sizes:XSSML","https://www.zalora.sg/topshop-black-weekend-t-shirt-black-1294790.html","Black Weekend T-Shirt","TOPSHOP","S$ 23.90","- Solid tone casual boxy tee
- Crew neckline
- Unlined
- Regular fit
- Slip on style
- Cotton","100% Cotton","Black","Tops"
"1573776608-18063","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","46% OFFZALORAMid Sleeves TopS$ 34.90NOW S$ 18.90International Sizes:XSSML","https://www.zalora.sg/zalora-mid-sleeves-top-red-multi-1085871.html","Mid Sleeves Top","ZALORA","S$ 34.90","- All over stripe print shirt
- Unlined
- Stand collar neckline
- Regular fit
- Front button closure
- 2 chest pockets
- Polyester","100% Polyester","Red/Multi","Tops"
"1573767110-17008","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","ESPRITShort Sleeve With Love T-shirtS$ 29.95International Sizes:XXSXSSML","https://www.zalora.sg/esprit-short-sleeve-with-love-t-shirt-navy-1269775.html","Short Sleeve With Love T-shirt","ESPRIT","S$ 29.95","- Casual tee with all-over metallic tone script print
- Round neckline
- Unlined
- Regular fit
- Slip on style","100% Cotton","NAVY","Tops"
"1573761982-16248","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","64% OFFDorothy PerkinsGrey Wrap Front TopS$ 46.90NOW S$ 16.90UK Sizes:6810","https://www.zalora.sg/dorothy-perkins-grey-wrap-front-top-grey-936198.html","Grey Wrap Front Top","Dorothy Perkins","S$ 46.90","- Melange wrap style top
- V neckline
- Unlined
- Relaxed fit
- Viscose blend
- Model wears a UK 8 and is 175cm tall","49% Viscose, 48% Polyester, 3% Elastane","Grey","Tops"
"1573757816-15400","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","10% OFFSupreSandra Shirred BandeauS$ 15.00NOW S$ 13.50Available in several sizes","https://www.zalora.sg/supre-sandra-shirred-bandeau-red-1245918.html","Sandra Shirred Bandeau","Supre","S$ 15.00","- Solid tone frill and shirred tube top
- Bandeau neckline
- Slim fit
- Elasticated fastening
- Cotton
- Model wears an S and is 173cm tall","100% Cotton","Candy Red","Tops"
"1573742528-11425","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","60% OFFA-IN GIRLSCute Round Neck Print SweaterS$ 199.00NOW S$ 80.00International Sizes:MLXL","https://www.zalora.sg/a-in-girls-cute-round-neck-print-sweater-red-beige-1237330.html","Cute Round Neck Print Sweater","A-IN GIRLS","S$ 199.00","The Latest Korean Fashion Hot Selection 
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier","54.5% cotton, 45.5% polyester fiber","beige,red","null"
"1573756060-15005","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","16% OFFDorothy PerkinsBerry Collared 1/2 Sleeve TopS$ 49.90NOW S$ 42.00UK Sizes:8","https://www.zalora.sg/dorothy-perkins-berry-collared-1-2-sleeve-top-red-1229415.html","Berry Collared 1/2 Sleeve Top","Dorothy Perkins","S$ 49.90","- Solid tone sheer woven blouse
- V neckline
- Regular fit
- Slip on style
- Polyester blend
- Model wears a UK 8 and is 172cm tall","95% Polyester, 5% Elastane","Red","Tops"
"1573756913-15198","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","46% OFFZALORA3/4 Sleeves Wrap Top with ButtonsS$ 34.90NOW S$ 18.90International Sizes:XSSMLXL","https://www.zalora.sg/zalora-3-4-sleeves-wrap-top-with-buttons-purple-1085683.html","3/4 Sleeves Wrap Top with Buttons","ZALORA","S$ 34.90","- Metallic button detail 3/4 sleeve wrap top
- Wrap neckline
- Unlined
- Regular fit
- Front button fastening
- Polyester
- Model wears an S and is 170cm tall","100% Polyester","Lilac","Tops"
"1573744788-12086","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","ZALIA BASICSBasic Polo TopS$ 19.90International Sizes:XSSMLXL","https://www.zalora.sg/zalia-basics-basic-polo-top-black-1133183.html","Basic Polo Top","ZALIA BASICS","S$ 19.90","- Solid hue knitted polo top
- Collar neckline
- Regular fit
- Front button fastening
- Long cuffed sleeves
- Polyester blend","94% Polyester 6% Spandex","Black","Tops"
"1573748475-13051","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","60% OFFLubnaPrinted Wrap Side Tie Co-ord SetS$ 49.90NOW S$ 19.90International Sizes:XSSLXL","https://www.zalora.sg/lubna-printed-wrap-side-tie-co-ord-set-brown-1089581.html","Printed Wrap Side Tie Co-ord Set","Lubna","S$ 49.90","Top
- All over printed long sleeve wrap top
- Wrap neckline
- Unlined
- Regular fit
- Self tie fastening
- Polyester

Bottom
- All over printed straight leg pants
- High rise
- Regular fit
- Elasticated waistband
- Two side pockets
- Polyester","100% Polyester Woven","Brown","null"
"1573765125-16764","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","70% OFFWAREHOUSEBRODERIE OFF SHOULDER TOPS$ 89.90NOW S$ 26.90UK Sizes:68101216","https://www.zalora.sg/warehouse-broderie-off-shoulder-top-beige-1087915.html","BRODERIE OFF SHOULDER TOP","WAREHOUSE","S$ 89.90","- Button up detail broderie lace top
- Off shoulder neckline
- Unlined
- Regular fit
- Cotton
- Model wears a UK 8 and is 174cm tall","Cotton","Cream","Tops"
"1573748697-13113","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","58% OFFOVSSpot Print BlouseS$ 66.90NOW S$ 27.90Italy Sizes:4042444648","https://www.zalora.sg/ovs-spot-print-blouse-green-1116579.html","Spot Print Blouse","OVS","S$ 66.90","- Crepe top with foil print
- Round neckline
- Regular fit
- Back button fastening
- Long cuffed sleeves
- Keyhole back
- Polyester
- Model wears a size 40 and is 174cm tall","100% Polyester","Granite Green","Tops"
"1573744534-12009","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","27% OFFNAINSleeveless Knitted TopS$ 44.90NOW S$ 32.90International Sizes:One size","https://www.zalora.sg/nain-sleeveless-knitted-top-beige-1201285.html","Sleeveless Knitted Top","NAIN","S$ 44.90","- Solid tone basic knit top
- Round neckline
- Unlined
- Slim fit
- Slip on style
- Rayon blend","88% Rayon, 12% Nylon","Beige","Tops"
"1573744907-12120","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","40% OFFDorothy PerkinsIvory Utility T-ShirtS$ 39.90NOW S$ 23.90Available in several sizes","https://www.zalora.sg/dorothy-perkins-ivory-utility-t-shirt-white-1127751.html","Ivory Utility T-Shirt","Dorothy Perkins","S$ 39.90","- Solid tone turnup sleeve tee with pocket 
- Round neckline
- Unlined
- Regular fit
- Slip on style
- 1 chest flap pocket
- Viscose
- Model wears a UK 8 and is 174cm tall","Garment: Viscose(100%)","Ivory","Tops"
