web-scraper-order,web-scraper-start-url,link,link-href,category,title,price,description,style id,colour,material,manufacturing,detailed
"1573356414-16090","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Pro","https://www.nike.com/sg/t/pro-printed-hijab-67j1xv/AC4401-042","Printed Hijab","Nike Pro","null","The Nike Pro Hijab is constructed from durable single-layer power mesh, and its lightweight polyester features tiny holes for optimal breathability with a soft touch. The back of the hijab is elongated to ensure it doesn't come untucked while you work out.","Style: AC4401-042","Colour Shown: Black/Silver","Full coverage for your head and neck, with a longer back that can be tucked into other clothing layers.","null","COVERAGE DESIGNED TO PERFORM.
The Nike Pro Hijab is constructed from durable single-layer power mesh, and its lightweight polyester features tiny holes for optimal breathability with a soft touch. The back of the hijab is elongated to ensure it doesn't come untucked while you work out.
BenefitsNike Pro fabric with sweat-wicking technology helps you feel locked in and cool.Breathable mesh adds ventilation.Full coverage for your head and neck, with a longer back that can be tucked into other clothing layers.Fluff threads used on the neck reduce rubbing and irritation.
Product DetailsFabric: 92% polyester/8% elastaneMachine washImportedColour Shown: Black/SilverStyle: AC4401-042Country/Region of Origin: USA"
"1573356554-16117","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Everyday Max Cushioned","https://www.nike.com/sg/t/everyday-max-cushioned-training-no-show-socks-EV9lx8/SX6964-010","Training No-Show Socks (3 Pairs)","Nike Everyday Max Cushioned","$29","Power through your workout with The Nike Everyday Max Cushioned Socks. The cushioned sole gives you extra comfort for footdrills and weightlifting, while high-friction yarns in the footbed reduce slippage.","Style: SX6964-010","Colour Shown: Black/Anthracite/White","Arch compression band offers a supportive fit.","null","COMFORT AND SUPPORT.
Power through your workout with The Nike Everyday Max Cushioned Socks. The cushioned sole gives you extra comfort for footdrills and weightlifting, while high-friction yarns in the footbed reduce slippage.
BenefitsDri-FIT Technology helps you stay dry and comfortable.Thick terry sole provides impact cushioning.Arch compression band offers a supportive fit.High-friction yarns in the footbed help reduce slippage.
Product Details72% polyester/20% cotton/6% nylon/2% elastaneMachine washImportedColour Shown: Black/Anthracite/WhiteStyle: SX6964-010Country/Region of Origin: Pakistan,Sri Lanka"
"1573356302-16069","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","NikeLab Collection","https://www.nike.com/sg/t/nikelab-collection-tights-5ZpGFS/AA1740-609","Women's Tights","NikeLab Collection","$119","The NikeLab Collection Women's Tights feature a semi-shiny, sweat-wicking fabric made to stretch so you feel cool, dry and comfortable as you work out.","Style: AA1740-609","Colour Shown: Bordeaux","Fabric: Body: 78% nylon/22% elastane. Panels: 75% nylon/25% elastane. Waist lining: 75% nylon/25% elastane. Gusset lining: 100% recycled polyester.","Country/Region of Origin: China","SWEAT-WICKING COMFORT
The NikeLab Collection Women's Tights feature a semi-shiny, sweat-wicking fabric made to stretch so you feel cool, dry and comfortable as you work out. 
BenefitsNike Dri-FIT Technology and mesh panels help keep you cool, dry and comfortableZipped back pocket for secure storage
Product DetailsFabric: Body: 78% nylon/22% elastane. Panels: 75% nylon/25% elastane. Waist lining: 75% nylon/25% elastane. Gusset lining: 100% recycled polyester.Machine washImportedColour Shown: BordeauxStyle: AA1740-609Country/Region of Origin: China"
"1573356365-16081","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Sportswear","https://www.nike.com/sg/t/sportswear-graphic-t-shirt-Nh5cRC/CD7428-100","Women's Graphic T-Shirt","Nike Sportswear","$49","The Nike Sportswear T-Shirt is made from soft cotton for all-day comfort. A reflective gold print offers a touch of shine for your weekend style.","Style: CD7428-100","Colour Shown: White/Metallic Gold","Machine wash","null","Gold Print. Cotton Comfort.
The Nike Sportswear T-Shirt is made from soft cotton for all-day comfort. A reflective gold print offers a touch of shine for your weekend style.
Metallic Gold PrintMetallic print provides an elevated look.
Everyday ComfortCotton fabric is soft and comfortable.
Product DetailsStandard fit for a relaxed, easy feel100% cottonMachine washImportedColour Shown: White/Metallic GoldStyle: CD7428-100Country/Region of Origin: China"
"1573356450-16097","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Elite Over-The-Calf","https://www.nike.com/sg/t/elite-over-calf-running-socks-dr2rLJ/SX6267-010","Running Socks","Nike Elite Over-The-Calf","$65","The Nike Elite Over-The-Calf Running Socks feature sweat-wicking fabric in a compressive design to help keep your feet and calves dry, comfortable and supported.","Style: SX6267-010","Colour Shown: Black/Anthracite/Black","Reflective details help you stand out","null","SWEAT-WICKING SUPPORT
The Nike Elite Over-The-Calf Running Socks feature sweat-wicking fabric in a compressive design to help keep your feet and calves dry, comfortable and supported.
BenefitsDri-FIT Technology helps keep feet dry and comfortableZoned compression and cushioning for supportReflective details help you stand outLeft/right specific for a natural feel
Product Details
Fabric: 60% polyester/32% nylon/8% elastane (percentages may vary)
Machine wash
Imported
Not intended for use as Personal Protection EquipmentColour Shown: Black/Anthracite/BlackStyle: SX6267-010Country/Region of Origin: Thailand"
"1573356688-16142","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Miler","https://www.nike.com/sg/t/miler-short-sleeve-running-top-0bQ615/AJ8121-639","Women's Short-Sleeve Running Top","Nike Miler","$49","Kick your run into high gear with the Nike Miler Top. Sweat-wicking fabric with zoned mesh helps keep you cool. The extended back hem delivers comfortable coverage as you crush your miles.","Style: AJ8121-639","Colour Shown: Hyper Pink","Longer back hem keeps you covered.","null","SWEAT-WICKING FOR MILES.
Kick your run into high gear with the Nike Miler Top. Sweat-wicking fabric with zoned mesh helps keep you cool. The extended back hem delivers comfortable coverage as you crush your miles.
BenefitsDri-FIT Technology helps you stay dry, comfortable and focused.Mesh at the back provides targeted breathability.Longer back hem keeps you covered.
Product DetailsStandard fit for a relaxed, easy feelFabric: Body: 100% polyester. Mesh: 92% polyester/8% elastane.Machine washImportedColour Shown: Hyper PinkStyle: AJ8121-639Country/Region of Origin: China"
"1573356349-16078","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Tempo Lux","https://www.nike.com/sg/t/tempo-lux-running-shorts-mKjxhk/BV2946-010","Women's Running Shorts","Nike Tempo Lux","$49","Run freely in the Nike Tempo Lux Shorts. The lightweight, slightly stretchy fabric feels supportive as your miles tick by.","Style: BV2946-010","Colour Shown: Black/Anthracite","Dri-FIT Technology helps you stay dry and comfortable.","Style: BV2946-010","STRETCH AND LOCKED-IN SUPPORT.
Run freely in the Nike Tempo Lux Shorts. The lightweight, slightly stretchy fabric feels supportive as your miles tick by.
BenefitsA secure zip pocket in the back can hold your phone. A vapour barrier helps protect items from sweat. An internal drop-in pocket on the right stashes a card or key.Nike Flex fabric stretches with your body.Dri-FIT Technology helps you stay dry and comfortable.
Product DetailsStandard fitInternal drawcordHybrid waistband features smooth elastic on the inside and ruched pleats gathered on the outsideFabric: Body: 100% polyester. Lining/gusset lining: 100% recycled polyesterMachine washImportedColour Shown: Black/AnthraciteStyle: BV2946-010Country/Region of Origin: Vietnam"
"1573356392-16086","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Sportswear Windrunner Tech Fleece","https://www.nike.com/sg/t/sportswear-windrunner-tech-fleece-hoodie-DBNTXx/BV3456-010","Women's Full-Zip Hoodie","Nike Sportswear Windrunner Tech Fleece","$129","The Nike Sportswear Windrunner Tech Fleece Women's Full-Zip Hoodie updates an iconic silhouette with the lightweight warmth of Nike Tech Fleece fabric. It features the classic chevron design, inspired by the original Windrunner Jacket.","Style: BV3456-010","Colour Shown: Black/Black/Black/White","Machine wash","null","LIGHTWEIGHT WARMTH, WINDRUNNER STYLE.
The Nike Sportswear Windrunner Tech Fleece Women's Full-Zip Hoodie updates an iconic silhouette with the lightweight warmth of Nike Tech Fleece fabric. It features the classic chevron design, inspired by the original Windrunner Jacket.
Lightweight WarmthNike Tech Fleece fabric offers the ultimate in lightweight warmth. A hood keeps you covered from the elements.
OG Windrunner StyleChevron design lines are inspired by the classic Windrunner Jacket.
Practical ElementsFront pockets store your stuff, while binding on the cuffs and hem adds durability.
Product DetailsPrinted Nike graphicFabric: Body/hood lining: 69% cotton/31% polyester. Pocket bags: 100% cotton.Machine washImportedColour Shown: Black/Black/Black/WhiteStyle: BV3456-010Country/Region of Origin: China"
"1573356403-16088","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Dri-FIT Get Fit","https://www.nike.com/sg/t/dri-fit-get-fit-fleece-training-crew-m5z34b/CD4309-010","Women's Fleece Training Crew","Nike Dri-FIT Get Fit","$99","Made from sweat-wicking fabric, the updated Nike Dri-FIT Get Fit Crew is a slightly oversized favourite for days when the training is lighter or the weather cooler.","Style: CD4309-010","Colour Shown: Black/White","Embossed ""NIKE"" graphic","Style: CD4309-010","OVERSIZED CREW FOR ALL-DAY COMFORT.
Made from sweat-wicking fabric, the updated Nike Dri-FIT Get Fit Crew is a slightly oversized favourite for days when the training is lighter or the weather cooler.
Sweat-Wicking ComfortDri-FIT Technology moves sweat from your skin to help you stay dry and comfortable.
Warm FeelDesigned to fall at your hip, French terry fleece with a soft feel provides comfort and warmth.
Product DetailsLoose fit for an oversized, roomy feelRibbed cuffs and hemEmbossed ""NIKE"" graphicFabric: Body: 54% polyester/46% cotton. Rib: 71% cotton/26% polyester/3% elastane.Machine washImportedColour Shown: Black/WhiteStyle: CD4309-010Country/Region of Origin: China"
"1573356239-16057","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","NikeGrip","https://www.nike.com/sg/t/nikegrip-racing-ankle-socks-L1QVc3/SK0200-639","Racing Ankle Socks","NikeGrip","$29","The NikeGrip Socks feature sweat-wicking technology and mesh fabric for a cool and dry experience. Advanced gripping yarn helps prevent slippage between the foot and shoe.","Style: SK0200-639","Colour Shown: Hyper Pink","An arch band contours around the foot for a locked-in fit.","null","TOP-SPEED, HIGH-PERFORMANCE TRACTION.
The NikeGrip Socks feature sweat-wicking technology and mesh fabric for a cool and dry experience. Advanced gripping yarn helps prevent slippage between the foot and shoe.
BenefitsNikeGrip technology surrounds your foot in secure comfort and helps reduce slippage.Breathable yarns for cooling throughout.An arch band contours around the foot for a locked-in fit.
Product DetailsReflective design elementsFabric: 80% polyester/11% nylon/9% elastaneMachine washImportedColour Shown: Hyper PinkStyle: SK0200-639Country/Region of Origin: Bulgaria
Please Note:This product is not intended for use as Personal Protective Equipment (PPE)"
"1573356570-16120","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Cotton Cushion No-Show","https://www.nike.com/sg/t/cotton-cushion-no-show-socks-tk2Dnv/SX4702-101","Socks (3 Pair)","Nike Cotton Cushion No-Show","$19","With sweat-wicking fabric to help keep you dry, the Nike Cotton Cushion No-Show Socks (3 Pair) offer arch compression for enhanced support.","Style: SX4702-101","Colour Shown: White/Black","Reinforced heel and toe for enhanced durability in high-wear areas","Colour Shown: White/Black","The Nike Cotton Cushion No-Show Socks: comfort and a secure fit
With sweat-wicking fabric to help keep you dry, the Nike Cotton Cushion No-Show Socks (3 Pair) offer arch compression for enhanced support.
BenefitsSweat-wicking fabric to help keep feet dry and comfortableRib cuffs for a snug, comfortable fitReinforced heel and toe for enhanced durability in high-wear areasArch support for a secure fit
Product DetailsFabric: 65% cotton/33% nylon/2% elastaneMachine washImportedColour Shown: White/BlackStyle: SX4702-101Country/Region of Origin: USA"
"1573356207-16051","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Tempo","https://www.nike.com/sg/t/tempo-running-shorts-bNlzRq/831559-011","Women's Running Shorts","Nike Tempo","$39","The Nike Tempo Shorts deliver a classic fit with sweat-wicking technology to help keep you dry and comfortable. Mesh on the sides adds ventilation while the shortened length reduces distractions. The elastic waistband with drawcord lets you easily adjust your fit.","Style: 831559-011","Colour Shown: Black/Black/White/Wolf Grey","A liner adds coverage.","Country/Region of Origin: Vietnam","SWEAT-WICKING COMFORT.
The Nike Tempo Shorts deliver a classic fit with sweat-wicking technology to help keep you dry and comfortable. Mesh on the sides adds ventilation while the shortened length reduces distractions. The elastic waistband with drawcord lets you easily adjust your fit.
BenefitsNike Dri-FIT Technology helps keep you dry, comfortable and focused.A curved hem lets you move freely.A liner adds coverage.Mesh on the sides adds ventilation.An internal audio pocket lets you stash your essentials.Elastic waistband with drawcord has a snug fit.
Product DetailsStandard fitFabric (heather): Body: 100% polyester. Lining/gusset lining: 100% recycled polyester.Fabric (solid): Body/lining/gusset lining: 100% recycled polyester. Side panels: 100% polyester.Machine washImportedColour Shown: Black/Black/White/Wolf GreyStyle: 831559-011Country/Region of Origin: Vietnam
MADE FROM SUSTAINABLE MATERIALSThis product is made from at least 50% recycled polyester fabric. The material comes from plastic bottles that Nike has diverted from landfill since 2010—bringing Nike's total to more than 6 billion."
"1573356064-16024","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Swoosh","https://www.nike.com/sg/t/swoosh-support-sports-bra-gDZMnL/CJ0315-010","Women's Medium-Support Sports Bra","Nike Swoosh","$59","Designed for women of all shapes and sizes who run, bike, cross-train or hit the gym, the Nike Swoosh Women's Sports Bra provides quick-drying breathability and medium support in a high-neck, long-line design.","Style: CJ0315-010","Colour Shown: Black/Thunder Grey","A high-neck, longer design adds extra coverage.","null","COMFORT AND SUPPORT FOR ANY SHAPE.
Designed for women of all shapes and sizes who run, bike, cross-train or hit the gym, the Nike Swoosh Women's Sports Bra provides quick-drying breathability and medium support in a high-neck, long-line design.
BenefitsDri-FIT Technology moves sweat from your skin for quicker evaporation to help you stay dry and comfortable.A racerback design adds breathability and allows for a full-range of motion.A high-neck, longer design adds extra coverage.Removable pads add versatility.
Product DetailsFabric: Body/lining: 88% recycled polyester/12% elastane. Interlining: 80% polyester/20% elastane. Pad top fabric/pad back fabric: 100% polyester. PAD: 100% polyurethane.Machine washImportedColour Shown: Black/Thunder GreyStyle: CJ0315-010Country/Region of Origin: Sri Lanka
MADE FROM SUSTAINABLE MATERIALSThis product is made from at least 50% recycled polyester fabric. The material comes from plastic bottles that Nike has diverted from landfill since 2010—bringing Nike's total to more than 6 billion."
"1573355990-16010","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Sportswear","https://www.nike.com/sg/t/sportswear-trousers-7shR2K/BV5034-010","Women's Trousers","Nike Sportswear","$109","The Nike Sportswear Trousers combine soft fleece and shiny graphics for the ultimate in cold-weather comfort.","Style: BV5034-010","Colour Shown: Black/Black/Metallic Gold","Metallic graphics","Style: BV5034-010","MODERN COMFORT. METALLIC DETAILS.
The Nike Sportswear Trousers combine soft fleece and shiny graphics for the ultimate in cold-weather comfort.
BenefitsBrushed-back fleece has a soft feel.Ribbed waistband with a drawcord lets you adjust the fit.
Product DetailsStandard fit for a relaxed, easy feelSide pocketsMetallic graphicsBody: 80% cotton/20% polyester. Rib: 98% cotton/2% elastane.Machine washImportedColour Shown: Black/Black/Metallic GoldStyle: BV5034-010Country/Region of Origin: China"
"1573356202-16050","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Indy","https://www.nike.com/sg/t/indy-light-support-sports-bra-GtpngS/878615-091","Women's Light-Support Sports Bra","Nike Indy","$39","The Nike Indy Sports Bra offers light support during low-impact, high-energy workouts such as Pilates, barre and yoga. The low-cut design and thin, adjustable straps provide feminine detail, while the back mesh panel offers breathability.","Style: 878615-091","Colour Shown: Carbon Heather/Anthracite/Black/Black","Pads provide light support and natural definition.","Country/Region of Origin: Sri Lanka","LIGHTWEIGHT SOFTNESS, LIMITLESS MOVEMENT.
The Nike Indy Sports Bra offers light support during low-impact, high-energy workouts such as Pilates, barre and yoga. The low-cut design and thin, adjustable straps provide feminine detail, while the back mesh panel offers breathability.
BenefitsDri-FIT Technology helps keep you dry and comfortable.Soft, low-profile elastic straps provide an adjustable fit.Pads provide light support and natural definition.Mesh back panel offers breathability in a high-heat zone.
Product DetailsTight fit for a body-hugging feelFabric: Body/lining: 88% recycled polyester/12% elastane. Centre back mesh/bottom hem: 81% nylon/19% elastane. Elastic: 84–85% nylon/15–16% elastane. Interlining: 80% polyester/20% elastane. Pad top fabric/pad back fabric: 100% polyester. Pad: 100% polyurethane.Machine washImportedNote: Material percentages may vary. Check label for actual content.Colour Shown: Carbon Heather/Anthracite/Black/BlackStyle: 878615-091Country/Region of Origin: Sri Lanka
MADE FROM SUSTAINABLE MATERIALSThis product is made from at least 50% recycled polyester fabric. The material comes from plastic bottles that Nike has diverted from landfill since 2010—bringing Nike's total to more than 6 billion."
"1573356096-16030","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Swoosh","https://www.nike.com/sg/t/swoosh-support-sports-bra-cb3pw9/BV4889-010","Women's Medium-Support Sports Bra","Nike Swoosh","$59","The Nike Swoosh Sports Bra has Dri-FIT Technology that wicks sweat to keep you focused on working out. The strappy design and front cut-out give you ventilation when you're sweating hard.","Style: BV4889-010","Colour Shown: Black/White","Removable pads let you switch up the shape and feel.","null","SWEAT-WICKING, BREATHABLE SUPPORT.
The Nike Swoosh Sports Bra has Dri-FIT Technology that wicks sweat to keep you focused on working out. The strappy design and front cut-out give you ventilation when you're sweating hard.
BenefitsNike Dri-FIT Technology helps you stay dry, comfortable and focused.Strappy back and cut-out on the front allow breathability.Removable pads let you switch up the shape and feel.Designed for medium-impact activities like cycling, dance and cardio classes.
Product DetailsTight fit for a body-hugging feelBody: 88% recycled polyester/12% elastane. Bottom hem: 86% nylon/14% elastane. Lining: 80% polyester/20% elastane. Pad fabric: 100% polyester. Pad: 100% polyurethane.Machine washImportedColour Shown: Black/WhiteStyle: BV4889-010Country/Region of Origin: Sri Lanka
MADE FROM SUSTAINABLE MATERIALSThis product is made from at least 50% recycled polyester fabric. The material comes from plastic bottles that Nike has diverted from landfill since 2010—bringing Nike's total to more than 6 billion."
"1573356657-16136","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Dri-FIT Legend","https://www.nike.com/sg/t/dri-fit-legend-training-t-shirt-4Xdc16/BV6981-010","Women's Training T-Shirt","Nike Dri-FIT Legend","$45","The Nike Dri-FIT Women's Training T-Shirt combines sweat-wicking fabric with a non-restrictive fit that helps keep you comfortable throughout your entire workout.","Style: BV6981-010","Colour Shown: Black/White","Machine wash","null","EASY FIT JUST FOR YOU AND YOUR WORKOUT.
The Nike Dri-FIT Women's Training T-Shirt combines sweat-wicking fabric with a non-restrictive fit that helps keep you comfortable throughout your entire workout.
BenefitsDri-FIT Technology helps keep you dry and comfortable
Product DetailsStandard fit for a relaxed, easy feelFabric: 100% polyesterMachine washImportedColour Shown: Black/WhiteStyle: BV6981-010Country/Region of Origin: China"
"1573356341-16076","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Sportswear","https://www.nike.com/sg/t/sportswear-short-sleeve-printed-top-jJtKw9/CJ7667-480","Women's Short-Sleeve Printed Top","Nike Sportswear","$59","Throw on the Nike Sportswear Women's Short-Sleeve Printed Top, a soft staple with a colourful vintage vibe.","Style: CJ7667-480","Colour Shown: Game Royal/Black/White/White","Colourful print adds a vintage vibe.","null","ICONIC STYLE, SOFT COMFORT.
Throw on the Nike Sportswear Women's Short-Sleeve Printed Top, a soft staple with a colourful vintage vibe.
BenefitsJersey fabric feels soft.Nike graphic is printed on the chest.Colourful print adds a vintage vibe.
Product DetailsFabric: 100% cottonMachine washImportedColour Shown: Game Royal/Black/White/WhiteStyle: CJ7667-480Country/Region of Origin: China"
"1573356102-16031","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","NikeLab Collection","https://www.nike.com/sg/t/nikelab-collection-t-shirt-zgX3Z4/923832-010","Women's T-Shirt","NikeLab Collection","null","Relaxed and simple, the NikeLab Collection Women's T-Shirt delivers a clean-cut appearance that pairs well with just about anything in your wardrobe.","Style: 923832-010","Colour Shown: Black/Black","Machine wash","null","PERFECT MATCH
Relaxed and simple, the NikeLab Collection Women's T-Shirt delivers a clean-cut appearance that pairs well with just about anything in your wardrobe.
TOTAL COMFORTThis minimal T-Shirt is made with 100% cotton in a relaxed, cropped fit that hits just above the hips to let you move freely and comfortably.
MORE DETAILSRounded, rib-knit collarFabric: 100% cottonMachine washImportedColour Shown: Black/BlackStyle: 923832-010Country/Region of Origin: Vietnam"
"1573356224-16054","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Sportswear Club","https://www.nike.com/sg/t/sportswear-club-high-rise-leggings-gnmTJL/AH3363-063","Women's High-Rise Leggings","Nike Sportswear Club","$55","Slip into high-waisted coverage with the Nike Sportswear Club Leggings. Featuring a bold Swoosh design and a repeating waistband logo, they're crafted for all-day comfort.","Style: AH3363-063","Colour Shown: Dark Grey Heather/White","Elastic waistband features a repeating logo.","null","HIGH-WAISTED COMFORT.
Slip into high-waisted coverage with the Nike Sportswear Club Leggings. Featuring a bold Swoosh design and a repeating waistband logo, they're crafted for all-day comfort.
BenefitsJersey fabric is soft and stretchy.High waist adds support and coverage.Elastic waistband features a repeating logo.
Product DetailsTight fit for a body-hugging feelFabric: 92% cotton/8% elastaneMachine washImportedColour Shown: Dark Grey Heather/WhiteStyle: AH3363-063Country/Region of Origin: China"
"1573356580-16122","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Dri-FIT Studio","https://www.nike.com/sg/t/dri-fit-studio-mid-rise-training-trousers-hwZ1P4/933437-010","Women's Mid-Rise Training Trousers","Nike Dri-FIT Studio","$79","The Nike Dri-FIT Studio Women's Mid-Rise Training Trousers feature sweat-wicking fabric in a relaxed profile to help keep you dry, comfortable and moving freely during your workout.","Style: 933437-010","Colour Shown: Black/Black","Side pockets provide small-item storage.","Style: 933437-010","COMFORT FOR THE STUDIO.
The Nike Dri-FIT Studio Women's Mid-Rise Training Trousers feature sweat-wicking fabric in a relaxed profile to help keep you dry, comfortable and moving freely during your workout.
BenefitsDri-FIT Technology helps keep you dry and comfortable.Mid-rise waistband provides a supportive, locked-in feel.Side pockets provide small-item storage.
Product DetailsFabric: 62% polyester/33% rayon/5% elastaneMachine washImportedColour Shown: Black/BlackStyle: 933437-010Country/Region of Origin: Sri Lanka"
"1573356012-16014","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Brazil 2019 Stadium Home","https://www.nike.com/sg/t/brazil-2019-stadium-home-football-shirt-4xNzrM/AJ4390-749","Women's Football Shirt","Brazil 2019 Stadium Home","$115","The Brazil 2019 Stadium Home Shirt features breathable, sweat-wicking fabric to help keep you cool, dry and comfortable in the stands or on the pitch.","Style: AJ4390-749","Colour Shown: Midwest Gold/Lucky Green","Fabric: 100% polyester","Country/Region of Origin: Indonesia","CANARINHOS PRIDE. NIKE BREATHE PERFORMANCE.
The Brazil 2019 Stadium Home Shirt features breathable, sweat-wicking fabric to help keep you cool, dry and comfortable in the stands or on the pitch.
BenefitsDri-FIT Technology helps keep you dry and comfortable.Lightweight Nike Breathe fabric helps you stay cool.
Product DetailsSlim fitReplica design with team detailsFabric: 100% polyesterMachine washImportedColour Shown: Midwest Gold/Lucky GreenStyle: AJ4390-749Country/Region of Origin: Indonesia
MADE FROM SUSTAINABLE MATERIALSThis product is made from at least 50% recycled polyester fabric. The material comes from plastic bottles that Nike has diverted from landfill since 2010—bringing Nike's total to more than 6 billion."
"1573356376-16083","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike ACG","https://www.nike.com/sg/t/acg-long-sleeve-thermal-top-8NtjQn/CD7665-634","Women's Long-Sleeve Thermal Top","Nike ACG","$89","The elements have nothing on the Nike ACG Top. Its warm design keeps the chill away while you enjoy the outdoors.","Style: CD7665-634","Colour Shown: Habanero Red/Black","Wool fabric helps keep you warm.","null","WARMTH FOR ALL CONDITIONS.
The elements have nothing on the Nike ACG Top. Its warm design keeps the chill away while you enjoy the outdoors.
BenefitsSweat-wicking technology helps you stay dry and comfortable.1/4-zip design lets you adjust the airflowWool fabric helps keep you warm.
Product DetailsDesigned and tested in Oregon91% polyester/5% wool/4% elastane.Machine washImportedColour Shown: Habanero Red/BlackStyle: CD7665-634Country/Region of Origin: Vietnam
Nike ACGReady to conquer or escape the urban landscape, Nike All Conditions Gear outfits you in modern wear that tackles the elements. Wind and waterproof fabrics and breathable technologies keep you covered, while next-level design equips you with versatile storage and style options."
"1573356497-16106","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Dri-FIT","https://www.nike.com/sg/t/dri-fit-fleece-camo-training-top-nKwl2K/CD5422-723","Women's Fleece Camo Training Top","Nike Dri-FIT","null","The Nike Dri-FIT Top features soft fleece with sweat-wicking technology that helps keep you warm and comfortable from warm-ups to cool-downs.","Style: CD5422-723","Colour Shown: Club Gold/White","Cropped length","Style: CD5422-723","CROPPED CREW WITH SWEAT-WICKING POWER.
The Nike Dri-FIT Top features soft fleece with sweat-wicking technology that helps keep you warm and comfortable from warm-ups to cool-downs.
BenefitsDri-FIT Technology helps you stay dry and comfortable.Fleece fabric feels soft and warm.
Product DetailsLoose fit for an oversized, roomy feelRaglan sleevesCropped lengthFabric: 100% polyesterMachine washImportedColour Shown: Club Gold/WhiteStyle: CD5422-723Country/Region of Origin: China"
"1573356381-16084","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","China 2019 Stadium Away","https://www.nike.com/sg/t/china-2019-stadium-away-football-shirt-pJZWcK/AJ4399-012","Women's Football Shirt","China 2019 Stadium Away","$115","The China Stadium Away Shirt features team details on highly breathable fabric to help keep you cool and dry on the pitch or in the stands cheering for your team. With a colour inspired by the team's ""Iron Roses"" nickname, the shirt also features a phoenix graphic representing femininity, virtue and grace.","Style: AJ4399-012","Colour Shown: Wolf Grey/Hyper Crimson","Machine wash","null","YOUR TEAM. YOUR COLOURS.
The China Stadium Away Shirt features team details on highly breathable fabric to help keep you cool and dry on the pitch or in the stands cheering for your team. With a colour inspired by the team's ""Iron Roses"" nickname, the shirt also features a phoenix graphic representing femininity, virtue and grace.
BenefitsNike Breathe fabric helps you stay dry and cool.Dri-FIT Technology helps keep you dry and comfortable.
Product DetailsSlim fit for a tailored feelFabric: 100% recycled polyesterMachine washImportedColour Shown: Wolf Grey/Hyper CrimsonStyle: AJ4399-012Country/Region of Origin: Indonesia"
"1573356007-16013","https://www.nike.com/sg/w/womens-clothing-5e1x6z6ymx6","Nike Pro","https://www.nike.com/sg/t/pro-tights-FjSTlp/AO9969-010","Women's Tights","Nike Pro","$65","An ideal base layer for high-intensity training, the Nike Pro Tights deliver sweat-wicking power in a tight fit that flatters your shape from hip to hem.","Style: AO9969-010","Colour Shown: Black/White","Wide elastic waistband stretches for a snug feel.","null","BREATHABLE PERFORMANCE.
An ideal base layer for high-intensity training, the Nike Pro Tights deliver sweat-wicking power in a tight fit that flatters your shape from hip to hem.
BenefitsNike Pro fabric helps you feel locked in and cool.Mesh panels at the lower legs for breathability.Wide elastic waistband stretches for a snug feel.
Product DetailsTight fit for a body-hugging feelFabric: Body: 83% polyester/17% elastane. Panels: 81% polyester/19% elastane. Gusset lining: 100% polyester.Machine washImportedColour Shown: Black/WhiteStyle: AO9969-010Country/Region of Origin: Vietnam"
